motif_ID	motif_ALT_ID	motif_P-value	seq_ID	seq_Score	seq_Class	is_holdout?
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:87762716-87762817	10.49	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:23124408-23124509	10.49	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:121438074-121438175	10.49	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:62113067-62113168	10.49	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:48344141-48344242	10.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:173963189-173963290	10.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:2627626-2627727	10.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:94993328-94993429	10.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:8041337-8041438	10.47	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:17845029-17845130	10.47	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:68317601-68317702	10.45	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:70438699-70438800	10.45	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:107741913-107742014	10.45	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:98129469-98129570	10.45	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:9884611-9884712	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:5557195-5557296	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:158373571-158373672	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:151636221-151636322	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:121358724-121358825	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:109274505-109274606	10.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:189337855-189337956	10.43	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:2032475-2032576	10.43	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:199794790-199794891	10.43	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:223230458-223230559	10.42	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:61821164-61821265	10.42	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:32155866-32155967	10.42	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:109147333-109147434	10.41	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:158432119-158432220	10.41	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr14:23143970-23144071	10.41	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:89125575-89125676	10.39	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:23313012-23313113	10.38	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:91982081-91982182	10.37	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:177807244-177807345	10.36	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:109200107-109200208	10.36	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:43703512-43703613	10.36	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:96080660-96080761	10.35	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:32457503-32457604	10.34	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:116339789-116339890	10.34	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:36430086-36430187	10.33	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:72990236-72990337	10.32	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:35722627-35722728	10.32	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:19140918-19141019	10.32	fp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:83934679-83934780	10.32	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:78681064-78681165	10.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:31988377-31988478	10.31	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:42779434-42779535	10.30	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:68731955-68732056	10.28	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:134163086-134163187	10.28	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:49759720-49759821	10.27	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:8101350-8101451	10.27	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:74278760-74278861	10.26	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:71504972-71505073	10.26	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:5946083-5946184	10.26	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:101118377-101118478	10.26	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:77365977-77366078	10.25	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:120470064-120470165	10.25	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:67206883-67206984	10.25	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:10505054-10505155	10.24	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:6385835-6385936	10.24	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:44237421-44237522	10.23	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:29261194-29261295	10.23	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:68592720-68592821	10.23	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:5363145-5363246	10.22	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr22:30423032-30423133	10.22	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:54875157-54875258	10.21	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:68715608-68715709	10.19	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:25509040-25509141	10.19	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:174461873-174461974	10.19	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:117518972-117519073	10.18	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:23704472-23704573	10.18	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:109327409-109327510	10.18	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:4131246-4131347	10.17	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:7479843-7479944	10.17	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:137873482-137873583	10.16	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr22:42995555-42995656	10.15	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:125220515-125220616	10.15	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:58244773-58244874	10.15	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:159912518-159912619	10.14	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:41008423-41008524	10.14	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:88365385-88365486	10.14	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:38600508-38600609	10.13	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:94045711-94045812	10.12	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:83546955-83547056	10.12	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr21:41634413-41634514	10.12	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:63575890-63575991	10.12	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:119189814-119189915	10.11	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:102121607-102121708	10.11	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:91016303-91016404	10.11	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:120125070-120125171	10.11	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:23740547-23740648	10.11	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:92132630-92132731	10.11	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:189102097-189102198	10.10	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:109370994-109371095	10.10	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:227818359-227818460	10.10	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:114171500-114171601	10.09	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:100924577-100924678	10.08	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:32383180-32383281	10.08	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr22:46105608-46105709	10.08	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:47664279-47664380	10.08	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:127760150-127760251	10.07	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:19578317-19578418	10.07	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:44306598-44306699	10.06	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:190939123-190939224	10.06	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:74123206-74123307	10.06	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:69064249-69064350	10.04	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:161759866-161759967	10.04	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:72620689-72620790	10.02	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:18274588-18274689	10.02	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr14:79045486-79045587	10.01	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:57547337-57547438	10.00	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:23959474-23959575	10.00	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:150409359-150409460	10.00	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:33701919-33702020	10.00	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:81245402-81245503	9.98	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:46806773-46806874	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:109875351-109875452	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:34270394-34270495	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:13017605-13017706	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:40116257-40116358	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:10389763-10389864	9.97	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:17557814-17557915	9.96	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:62859363-62859464	9.96	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:10342596-10342697	9.95	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:99827393-99827494	9.95	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:52541315-52541416	9.95	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:29736738-29736839	9.94	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:60713527-60713628	9.94	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:94941735-94941836	9.94	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:188221116-188221217	9.93	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:59837677-59837778	9.93	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:95045533-95045634	9.92	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:53828043-53828144	9.92	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:139743735-139743836	9.91	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:66148624-66148725	9.91	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:21927641-21927742	9.91	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:225458532-225458633	9.91	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:192441843-192441944	9.90	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:22236858-22236959	9.89	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:130942216-130942317	9.89	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:47464533-47464634	9.88	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:49345054-49345155	9.88	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:95273630-95273731	9.88	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:11986347-11986448	9.88	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:79970559-79970660	9.87	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:170136012-170136113	9.87	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr11:20011478-20011579	9.87	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:21996975-21997076	9.87	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:116339789-116339890	9.86	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:94062769-94062870	9.86	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:28037089-28037190	9.86	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:154418408-154418509	9.86	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:200786525-200786626	9.85	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:35954552-35954653	9.85	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:14598499-14598600	9.84	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:37803144-37803245	9.83	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:32028171-32028272	9.83	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:58998492-58998593	9.83	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:161762942-161763043	9.82	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:182208176-182208277	9.81	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:24439744-24439845	9.81	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:60198020-60198121	9.80	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:158720506-158720607	9.80	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:72716303-72716404	9.80	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:55632208-55632309	9.80	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:41046100-41046201	9.79	fp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:35022819-35022920	9.79	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:69594707-69594808	9.78	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:53031904-53032005	9.78	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:56441597-56441698	9.77	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:74196399-74196500	9.77	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:109257156-109257257	9.77	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:2532937-2533038	9.77	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:93692497-93692598	9.76	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:8121212-8121313	9.76	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:13102220-13102321	9.76	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:73040605-73040706	9.75	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr22:27866337-27866438	9.75	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:154470400-154470501	9.75	fp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:100545994-100546095	9.75	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:207134059-207134160	9.74	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:99654847-99654948	9.74	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:107284564-107284665	9.74	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:48864376-48864477	9.73	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:63788168-63788269	9.73	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:94680662-94680763	9.72	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:72557421-72557522	9.72	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:140857912-140858013	9.72	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:77882888-77882989	9.72	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:214583977-214584078	9.69	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:41961327-41961428	9.68	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:206709072-206709173	9.68	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:207258648-207258749	9.68	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:190124150-190124251	9.67	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:20438742-20438843	9.67	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:38306064-38306165	9.66	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:89581321-89581422	9.66	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:173472412-173472513	9.66	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:72677994-72678095	9.66	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:73248891-73248992	9.66	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:30344955-30345056	9.66	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:51078232-51078333	9.65	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr4:55184100-55184201	9.65	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:24512273-24512374	9.65	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:11685876-11685977	9.65	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:43171708-43171809	9.65	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:108066853-108066954	9.64	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:97568869-97568970	9.62	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:195852490-195852591	9.61	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:157768355-157768456	9.60	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:229229953-229230054	9.60	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:77555935-77556036	9.59	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr21:38283144-38283245	9.58	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:172140810-172140911	9.57	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:69061578-69061679	9.57	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:173472412-173472513	9.57	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:121426872-121426973	9.56	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:125946399-125946500	9.54	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr22:28560560-28560661	9.54	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:51402919-51403020	9.54	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr9:72365802-72365903	9.52	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:54669963-54670064	9.51	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:52566945-52567046	9.51	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr12:109200107-109200208	9.51	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:14289153-14289254	9.50	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:145830671-145830772	9.50	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr19:3054523-3054624	9.49	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:223760196-223760297	9.49	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:37333222-37333323	9.49	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr21:38907203-38907304	9.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:116434977-116435078	9.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:46120261-46120362	9.48	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr21:14889223-14889324	9.48	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:5304933-5305034	9.48	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:34254651-34254752	9.47	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:149482958-149483059	9.47	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:49646818-49646919	9.46	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:77872525-77872626	9.46	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr7:106376209-106376310	9.45	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:30807698-30807799	9.45	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:186533837-186533938	9.45	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:204319623-204319724	9.45	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:125334092-125334193	9.45	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:72337136-72337237	9.45	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:37990726-37990827	9.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:73692481-73692582	9.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr16:69396755-69396856	9.44	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr20:53622693-53622794	9.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:15270474-15270575	9.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:41610567-41610668	9.44	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr21:37871617-37871718	9.41	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:34254651-34254752	9.41	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:4380822-4380923	9.41	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr18:59780061-59780162	9.40	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:49627554-49627655	9.40	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:97596792-97596893	9.39	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:8184467-8184568	9.39	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:227267916-227268017	9.38	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:48290513-48290614	9.38	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:18670334-18670435	9.38	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr6:111616161-111616262	9.37	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:23799624-23799725	9.37	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr13:113837187-113837288	9.34	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:188948068-188948169	9.34	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:194324092-194324193	9.34	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chrX:264998-265099	9.33	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:96579705-96579806	9.32	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:30293367-30293468	9.32	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr15:49856015-49856116	9.32	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr10:114607498-114607599	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr1:184622468-184622569	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:45620902-45621003	9.31	fp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr17:12398749-12398850	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:151837328-151837429	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr5:38670996-38671097	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:9088872-9088973	9.31	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr2:10408024-10408125	9.30	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr8:62011368-62011469	9.30	tp	1
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:172305666-172305767	9.30	tp	0
1-RGWACANNNTGTWCY	STREME-1	1.2e-045	chr3:44198339-44198440	9.28	fp	0
