# This file is generated by MACS version 1.4.0rc2 20110214
# ARGUMENTS LIST:
# name = LoVo_GATA1
# format = BAM
# ChIP-seq file = /wrk2/martin/batch2/aligned/merged//LoVo_GATA1_Rabbit.bam
# control file = /wrk2/martin/batch1/aligned/merged/LoVo_IgG_Rabbit.bam
# effective genome size = 2.75e+09
# band width = 300
# model fold = 2,6
# pvalue cutoff = 1.00e-05
# Small dataset will be scaled towards larger dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps

# tag size is determined as 33 bps
# total tags in treatment: 10644150
# tags after filtering in treatment: 10119352
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.05
# total tags in control: 25659069
# tags after filtering in control: 22736096
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.11
# d = 258
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
13	105600638	105601669	1032	529	15	54.76	2.60	2.36	2.35
13	105633860	105635123	1264	500	20	105.20	3.52	1.73	1.44
13	105790316	105791052	737	482	11	66.41	2.74	1.61	1.60
13	105798705	105799741	1037	625	18	122.59	3.88	2.04	1.44
13	107599776	107600523	748	244	11	50.82	2.58	3.02	3.02
13	108505945	108506694	750	517	11	64.26	2.33	1.72	1.71
13	108988690	108989383	694	436	11	70.38	3.49	1.54	1.48
13	109036831	109038858	2028	1389	70	456.95	6.65	2.70	1.44
13	109043066	109044018	953	359	17	72.77	2.33	1.55	1.48
13	109212725	109213894	1170	627	19	132.72	4.74	2.06	1.44
13	110003295	110004477	1183	663	26	240.75	7.75	3.40	1.44
13	110357938	110358647	710	368	12	71.87	2.11	1.51	1.48
13	112289986	112290703	718	293	11	63.12	2.93	1.72	1.71
13	112857499	112858334	836	486	13	104.65	3.88	1.71	1.44
13	114096380	114097399	1020	556	16	84.89	3.17	1.60	1.44
14	19842197	19842882	686	428	11	59.31	2.33	1.94	1.93
14	19953519	19954750	1232	549	26	158.95	3.88	2.50	1.44
14	20527422	20528556	1135	564	18	78.21	3.58	1.52	1.44
14	20806849	20808372	1524	790	53	215.53	4.43	3.06	1.44
14	20975082	20975821	740	496	11	58.00	2.47	1.99	1.99
14	22234767	22235410	644	390	11	85.21	3.45	1.62	1.44
14	22409439	22410511	1073	535	18	105.57	3.52	1.74	1.44
14	22425843	22427057	1215	626	23	91.41	2.66	1.66	1.44
14	23007871	23009605	1735	864	40	65.28	2.00	1.67	1.67
14	23151969	23152850	882	551	13	54.25	2.09	2.39	2.39
14	23680295	23681627	1333	591	26	80.95	2.24	1.52	1.44
14	23734692	23735635	944	256	17	110.52	3.17	1.86	1.44
14	23838306	23839469	1164	599	20	119.28	3.95	2.01	1.44
14	30317834	30319006	1173	544	18	58.74	2.33	1.94	1.93
14	30561034	30562084	1051	512	21	173.64	4.90	2.99	1.44
14	30744148	30745294	1147	558	18	97.11	3.17	1.67	1.44
14	31099846	31100975	1130	584	23	162.77	4.93	2.63	1.44
14	31658682	31659414	733	497	11	58.72	2.11	1.94	1.93
14	33428815	33429593	779	577	12	69.59	3.01	1.50	1.48
14	34059362	34060358	997	496	15	77.09	3.88	1.48	1.44
14	34319893	34320607	715	256	11	76.50	3.45	1.46	1.44
14	34823100	34823788	689	480	11	63.45	2.11	1.73	1.71
14	35416812	35417950	1139	665	36	218.72	3.88	3.13	1.44
14	36771232	36771943	712	469	11	54.40	2.58	2.38	2.38
14	37105244	37106775	1532	789	39	97.02	2.44	1.67	1.44
14	38562653	38563491	839	587	14	67.79	2.39	1.57	1.56
14	38805160	38805926	767	199	11	69.69	2.55	1.51	1.48
14	44482785	44483516	732	492	11	76.41	3.96	1.45	1.44
14	44672645	44673512	868	367	14	80.63	3.17	1.51	1.44
14	49133994	49134729	736	479	11	51.99	2.26	2.80	2.78
14	49253266	49254024	759	531	11	56.11	2.82	2.16	2.16
14	49416931	49417691	761	334	13	91.66	3.10	1.67	1.44
14	49424503	49425466	964	633	29	275.03	7.75	3.15	1.44
14	49434516	49435554	1039	481	16	58.17	2.21	1.98	1.98
14	49436830	49437581	752	243	11	57.48	2.49	2.06	2.06
14	49440449	49441387	939	424	22	236.59	7.66	3.28	1.44
14	49443729	49444901	1173	539	18	83.75	2.91	1.60	1.44
14	49484171	49484836	666	254	12	60.24	2.30	1.83	1.83
14	49511758	49512452	695	309	13	73.12	2.33	1.56	1.48
14	49561546	49562314	769	300	11	62.33	2.33	1.75	1.71
14	49652862	49653518	657	247	11	67.16	2.82	1.59	1.59
14	50069045	50069986	942	348	18	56.38	2.03	2.14	2.13
14	50201913	50202714	802	551	13	62.33	2.68	1.75	1.71
14	50539540	50540339	800	332	12	78.89	3.01	1.52	1.44
14	50639429	50640129	701	396	11	88.02	3.88	1.66	1.44
14	50777163	50778122	960	318	16	82.02	3.55	1.57	1.44
14	51079100	51079862	763	405	11	62.93	2.71	1.75	1.71
14	51117797	51118469	673	232	11	52.67	2.09	2.65	2.64
14	51272087	51273270	1184	507	32	340.65	8.94	2.28	1.44
14	51524914	51526916	2003	960	163	2643.26	30.18	0.00	0.00
14	51556545	51557956	1412	972	24	55.87	2.04	2.19	2.18
14	51581420	51582418	999	538	22	171.03	5.64	2.90	1.44
14	52456488	52457284	797	415	12	73.63	3.23	1.55	1.48
14	52641950	52642645	696	456	11	62.67	3.17	1.74	1.71
14	53424637	53425576	940	254	15	72.58	2.22	1.54	1.48
14	53535150	53536114	965	442	14	62.26	2.91	1.74	1.71
14	53642881	53643815	935	524	14	50.29	2.18	3.12	3.12
14	54663240	54664422	1183	610	24	86.76	2.58	1.65	1.44
14	54842983	54843879	897	480	13	56.11	2.17	2.16	2.16
14	54852889	54854089	1201	612	19	56.85	2.18	2.11	2.11
14	54984319	54984960	642	249	12	60.26	2.21	1.83	1.83
14	55368539	55369532	994	612	16	62.47	2.21	1.73	1.71
14	56083764	56084517	754	294	11	72.18	2.58	1.53	1.48
14	57722220	57723098	879	529	12	54.51	3.17	2.37	2.37
14	57834313	57835476	1164	516	27	130.53	3.88	2.09	1.44
14	58365720	58366802	1083	635	24	84.30	2.52	1.61	1.44
14	58385813	58386812	1000	535	19	140.13	3.88	2.29	1.44
14	58718940	58719734	795	358	13	90.36	4.00	1.66	1.44
14	58811787	58812555	769	253	11	57.19	2.17	2.09	2.08
14	59036676	59037917	1242	627	22	88.69	2.58	1.69	1.44
14	59102208	59103407	1200	693	24	77.08	2.86	1.48	1.44
14	59828531	59829280	750	256	11	60.51	2.58	1.82	1.82
14	60397649	60399108	1460	278	27	199.53	3.26	3.22	1.44
14	60516978	60518127	1150	642	22	82.09	3.65	1.58	1.44
14	63060107	63061052	946	627	15	58.71	2.21	1.94	1.93
14	63262466	63263656	1191	639	21	145.03	4.26	2.47	1.44
14	63432186	63433258	1073	706	20	158.52	3.88	2.49	1.44
14	63590653	63591353	701	401	11	88.02	3.39	1.66	1.44
14	64467968	64468730	763	542	11	59.20	2.58	1.95	1.93
14	64478924	64479727	804	457	14	70.37	2.06	1.54	1.48
14	64874604	64875442	839	518	13	65.40	3.23	1.68	1.67
14	65135588	65136480	893	454	12	60.78	2.71	1.79	1.79
14	65164853	65165898	1046	506	17	120.21	5.48	1.97	1.44
14	65354858	65355733	876	461	16	83.27	2.68	1.58	1.44
14	66784847	66785589	743	368	14	96.51	2.82	1.71	1.44
14	67275025	67275808	784	582	12	71.55	3.10	1.56	1.48
14	67301317	67302058	742	216	11	51.40	2.26	2.88	2.88
14	67375421	67376294	874	318	13	100.01	3.39	1.67	1.44
14	67514007	67515113	1107	504	19	59.09	2.28	1.95	1.93
14	67548036	67548883	848	385	12	68.38	2.83	1.51	1.50
14	67694361	67695111	751	497	11	50.53	2.58	3.11	3.10
14	67697350	67698027	678	306	11	52.13	2.09	2.79	2.78
14	67700217	67701581	1365	644	25	95.53	2.91	1.68	1.44
14	67708908	67709721	814	564	14	57.51	2.07	2.07	2.06
14	67726911	67727977	1067	434	19	102.52	2.84	1.70	1.44
14	68473432	68474030	599	251	13	64.40	2.05	1.73	1.71
14	69142102	69142758	657	246	12	53.04	2.33	2.58	2.58
14	69187939	69188548	610	376	11	73.09	3.17	1.56	1.48
14	69304096	69304884	789	551	13	71.68	2.93	1.54	1.48
14	69854504	69855271	768	446	13	66.00	2.08	1.61	1.61
14	70136387	70137658	1272	664	26	184.97	7.05	3.02	1.44
14	70586397	70587439	1043	662	19	146.13	4.21	2.51	1.44
14	70872499	70873671	1173	857	30	243.12	4.52	3.48	1.44
14	71527905	71528647	743	518	12	78.80	2.80	1.55	1.44
14	72444356	72444941	586	361	13	126.16	4.17	2.06	1.44
14	72563273	72564298	1026	487	17	100.20	4.58	1.68	1.44
14	72847594	72848360	767	391	11	50.63	2.31	3.10	3.10
14	73839116	73839948	833	242	12	85.74	2.91	1.60	1.44
14	74249013	74250281	1269	619	28	56.57	2.68	2.13	2.12
14	74554839	74555602	764	523	11	62.83	2.71	1.75	1.71
14	74587768	74588440	673	246	11	59.31	2.93	1.94	1.93
14	74604808	74605537	730	254	12	50.28	2.49	3.12	3.12
14	74736805	74738054	1250	598	24	71.51	2.04	1.56	1.48
14	75196706	75197751	1046	627	25	119.52	2.58	2.02	1.44
14	75735230	75736068	839	250	12	58.16	2.47	1.98	1.98
14	76348097	76350024	1928	964	227	3100.00	52.67	0.00	0.00
14	76560538	76561336	799	541	12	89.50	3.88	1.62	1.44
14	76994615	76995859	1245	648	19	59.92	2.33	1.87	1.86
14	80928009	80928739	731	256	11	58.92	2.82	1.93	1.93
14	85052937	85054334	1398	653	39	336.91	8.07	2.25	1.44
14	88577224	88577997	774	525	13	66.00	2.70	1.61	1.61
14	89107461	89108412	952	426	12	82.00	5.31	1.57	1.44
14	89197259	89198215	957	399	16	137.80	5.17	2.20	1.44
14	89867420	89868343	924	386	14	52.07	3.03	2.79	2.78
14	89918035	89920052	2018	596	35	128.93	3.10	2.14	1.44
14	90042651	90043297	647	394	20	284.80	10.52	3.35	1.44
14	90390729	90391483	755	500	11	69.45	2.50	1.49	1.48
14	90692623	90693341	719	226	12	74.77	2.21	1.51	1.48
14	90842440	90843048	609	379	11	81.06	3.88	1.53	1.44
14	91028445	91029206	762	408	11	71.33	2.58	1.58	1.48
14	91044686	91045455	770	528	12	92.87	3.39	1.67	1.44
14	91228390	91229138	749	253	11	57.78	2.13	2.02	2.01
14	91378994	91379745	752	398	11	64.05	3.10	1.74	1.71
14	91576194	91576960	767	512	11	55.33	2.47	2.24	2.23
14	91972025	91973184	1160	487	21	188.04	5.89	3.15	1.44
14	92273157	92274466	1310	776	28	108.70	3.45	1.78	1.44
14	92864938	92865776	839	309	13	93.54	3.92	1.64	1.44
14	94100460	94101259	800	277	12	89.38	3.88	1.62	1.44
14	94674022	94674826	805	448	17	131.07	3.52	2.01	1.44
14	94680398	94681238	841	252	13	65.19	2.26	1.69	1.68
14	94693441	94694227	787	533	13	81.84	3.26	1.56	1.44
14	94802220	94802987	768	513	11	55.24	2.82	2.23	2.23
14	94849000	94849928	929	546	20	147.10	5.54	2.54	1.44
14	95040040	95040728	689	299	15	98.60	3.58	1.62	1.44
14	95638811	95639760	950	545	17	135.72	4.74	2.14	1.44
14	95798939	95800335	1397	715	57	595.39	11.90	1.82	1.44
14	95881544	95882767	1224	463	34	237.01	5.17	3.31	1.44
14	96082980	96083752	773	524	12	80.93	3.83	1.52	1.44
14	98447843	98448592	750	510	11	82.30	3.39	1.55	1.44
14	98775728	98776479	752	240	11	56.80	2.47	2.12	2.12
14	99776721	99777505	785	462	13	71.38	2.91	1.58	1.48
14	99925937	99927016	1080	545	16	66.28	3.44	1.61	1.60
14	100297901	100298739	839	505	12	74.76	3.01	1.51	1.48
14	100941310	100942200	891	513	14	69.66	3.55	1.50	1.48
14	101330996	101331743	748	246	12	80.97	3.30	1.53	1.44
14	101507887	101509001	1115	857	23	95.07	2.51	1.66	1.44
14	102130235	102131286	1052	386	17	62.23	2.33	1.74	1.71
14	102603305	102603984	680	447	11	64.47	2.82	1.71	1.70
14	102879643	102880926	1284	610	21	133.28	4.65	2.08	1.44
14	103416058	103416733	676	478	11	64.93	2.11	1.68	1.68
14	104537026	104537724	699	357	11	99.87	4.98	1.67	1.44
14	104558857	104559563	707	206	11	68.90	3.10	1.50	1.48
14	105028284	105028805	522	256	12	134.52	5.56	2.10	1.44
14	105735306	105736047	742	241	11	65.09	2.33	1.69	1.68
15	20385525	20386319	795	576	13	63.10	2.09	1.72	1.71
15	20454026	20454717	692	248	11	50.66	2.09	3.11	3.10
15	20596019	20596774	756	231	12	61.55	2.32	1.71	1.71
15	23178809	23179624	816	597	16	111.47	2.84	1.88	1.44
15	23203019	23204060	1042	431	17	76.19	2.62	1.44	1.44
15	23221321	23222115	795	541	12	56.20	2.28	2.15	2.15
15	23236921	23237775	855	582	15	65.61	2.69	1.66	1.66
15	25270393	25271102	710	460	12	80.11	3.49	1.49	1.44
15	25544185	25544908	724	386	11	59.65	2.47	1.90	1.89
15	27480527	27481343	817	570	13	60.73	2.39	1.79	1.79
15	27516569	27517440	872	456	13	56.49	2.42	2.13	2.12
15	27582013	27582733	721	421	11	51.69	2.52	2.78	2.78
15	27631218	27632081	864	352	13	55.97	2.39	2.19	2.18
15	27648365	27649220	856	324	12	77.97	3.65	1.51	1.44
15	27779799	27780459	661	443	13	78.48	2.64	1.53	1.44
15	27972347	27972981	635	389	11	69.14	3.14	1.48	1.48
15	28981375	28982126	752	215	13	53.96	2.28	2.43	2.43
15	29269060	29269957	898	500	13	57.73	3.16	2.02	2.01
15	29352337	29353280	944	470	14	69.88	2.06	1.53	1.48
15	29364998	29365752	755	497	12	51.04	2.02	2.95	2.95
15	29580302	29581419	1118	519	26	193.29	5.81	3.10	1.44
15	30057681	30058331	651	378	11	61.12	2.58	1.78	1.77
15	30080680	30081466	787	456	13	80.08	2.84	1.49	1.44
15	30121068	30122679	1612	1058	34	89.70	2.11	1.63	1.44
15	30712927	30713670	744	225	11	69.76	2.89	1.52	1.48
15	31229605	31230775	1171	612	18	58.92	2.07	1.93	1.93
15	32002485	32003533	1049	639	30	189.27	5.02	2.99	1.44
15	32180791	32182212	1422	653	42	106.90	3.25	1.79	1.44
15	32303628	32305028	1401	864	38	81.00	2.75	1.53	1.44
15	32395742	32396929	1188	605	21	69.85	2.05	1.52	1.48
15	33125810	33126580	771	414	12	62.07	2.38	1.73	1.71
15	33493298	33494416	1119	422	18	67.45	2.14	1.60	1.59
15	33572951	33574099	1149	654	18	60.92	2.84	1.78	1.77
15	34265136	34266192	1057	425	27	172.54	4.65	2.96	1.44
15	35039019	35040551	1533	954	24	118.38	2.40	1.98	1.44
15	35050009	35050827	819	243	18	56.27	2.11	2.15	2.15
15	35157697	35158708	1012	442	15	55.19	2.56	2.24	2.24
15	35159942	35161119	1178	637	24	105.04	3.39	1.72	1.44
15	35178681	35180083	1403	1005	27	119.92	3.11	2.04	1.44
15	36016831	36017721	891	518	13	56.68	2.79	2.14	2.12
15	36158270	36159605	1336	606	29	157.69	3.16	2.48	1.44
15	36787135	36787938	804	211	15	53.65	2.00	2.45	2.45
15	36973091	36974120	1030	534	18	72.92	2.84	1.55	1.48
15	37068896	37069428	533	251	11	65.21	2.79	1.69	1.68
15	37483464	37484310	847	526	13	57.64	2.39	2.05	2.05
15	37720428	37721734	1307	649	27	120.66	2.66	1.98	1.44
15	38014031	38015048	1018	519	20	76.73	2.28	1.46	1.44
15	38278612	38279457	846	520	14	54.14	2.07	2.39	2.39
15	38464135	38464906	772	242	13	53.43	2.33	2.51	2.51
15	38647884	38650055	2172	983	50	126.96	2.58	2.09	1.44
15	38733021	38733772	752	254	11	63.28	3.07	1.73	1.71
15	38793378	38794118	741	249	11	62.16	2.98	1.73	1.71
15	38834283	38835378	1096	515	22	80.87	2.58	1.52	1.44
15	38940623	38942311	1689	1089	30	140.80	3.50	2.31	1.44
15	38966117	38966946	830	500	14	76.48	2.58	1.46	1.44
15	39031804	39033199	1396	736	29	120.82	2.74	1.99	1.44
15	39193998	39195306	1309	727	25	124.08	2.49	2.08	1.44
15	39320436	39321975	1540	764	43	118.97	2.21	2.00	1.44
15	39362742	39364125	1384	543	27	121.95	2.58	2.03	1.44
15	39448030	39448797	768	540	11	70.70	2.58	1.56	1.48
15	39495643	39496332	690	246	12	60.43	2.39	1.82	1.82
15	39554318	39555025	708	360	11	61.35	2.47	1.75	1.74
15	39749436	39750218	783	298	13	67.21	2.77	1.59	1.59
15	39864905	39865652	748	551	11	60.71	2.58	1.79	1.79
15	39907572	39908806	1235	522	21	58.38	2.15	1.95	1.95
15	40051980	40053726	1747	442	31	107.54	2.18	1.81	1.44
15	40277699	40278832	1134	593	30	274.18	7.11	3.09	1.44
15	40540741	40541532	792	542	12	58.52	2.34	1.94	1.93
15	40569716	40571886	2171	1013	458	3100.00	76.41	0.00	0.00
15	40574216	40575722	1507	634	35	85.33	2.02	1.62	1.44
15	40627272	40628979	1708	1214	44	149.89	2.36	2.64	1.44
15	40758663	40759676	1014	582	18	101.68	3.88	1.68	1.44
15	40787590	40788525	936	413	14	57.82	2.68	2.02	2.01
15	41141810	41142594	785	312	12	60.61	2.04	1.79	1.79
15	41200950	41202263	1314	734	28	82.68	2.40	1.57	1.44
15	41490650	41491679	1030	522	16	56.31	2.42	2.14	2.13
15	41824525	41825366	842	348	17	137.77	4.26	2.20	1.44
15	42236495	42238009	1515	899	26	87.60	2.42	1.64	1.44
15	42367194	42368657	1464	828	37	136.34	3.88	2.16	1.44
15	42397183	42398263	1081	458	20	56.80	2.65	2.12	2.12
15	42539811	42540551	741	257	12	66.77	2.77	1.60	1.60
15	42807735	42809280	1546	578	30	110.66	2.05	1.86	1.44
15	42831082	42831882	801	304	12	56.94	3.31	2.09	2.09
15	43384837	43386463	1627	931	62	484.15	7.97	2.92	1.44
15	43424907	43425793	887	244	14	86.03	3.04	1.61	1.44
15	43463256	43463987	732	463	12	50.07	2.21	3.16	3.16
15	43478482	43479955	1474	954	25	79.37	2.11	1.50	1.44
15	43608867	43609470	604	381	11	81.74	3.49	1.56	1.44
15	43610902	43611692	791	252	12	78.91	3.41	1.48	1.44
15	43679831	43680586	756	251	12	78.19	3.63	1.52	1.44
15	43716636	43717743	1108	398	21	78.67	2.05	1.54	1.44
15	43780171	43781371	1201	658	24	142.17	5.58	2.37	1.44
15	44135658	44136405	748	520	11	50.82	2.58	3.02	3.02
15	44270539	44271290	752	208	11	69.69	3.33	1.50	1.48
15	45787182	45788874	1693	934	44	176.84	2.77	2.92	1.44
15	46972387	46973483	1097	601	22	141.02	3.55	2.32	1.44
15	47123764	47125012	1249	743	24	96.12	2.66	1.69	1.44
15	47191906	47192652	747	257	11	59.38	2.90	1.95	1.93
15	47248811	47250631	1821	681	46	141.47	2.26	2.34	1.44
15	47306614	47307548	935	508	16	88.62	3.34	1.68	1.44
15	48281386	48282104	719	337	20	152.14	4.98	2.44	1.44
15	48360503	48361534	1032	672	23	118.88	3.95	1.99	1.44
15	48557303	48558215	913	661	16	87.51	3.23	1.64	1.44
15	48971565	48972301	737	483	11	58.31	2.11	1.97	1.96
15	48986236	48989146	2911	1868	161	1857.69	20.41	0.00	0.00
15	49019242	49020634	1393	516	27	99.45	2.05	1.65	1.44
15	49057760	49058526	767	538	11	50.84	2.32	3.03	3.02
15	49082291	49083027	737	252	13	63.24	2.49	1.72	1.71
15	49262116	49263332	1217	654	22	67.29	2.37	1.59	1.59
15	49323854	49324608	755	509	12	54.55	2.42	2.37	2.37
15	49367281	49368508	1228	694	20	99.60	2.96	1.66	1.44
15	49445803	49447446	1644	653	42	143.45	2.19	2.39	1.44
15	49688215	49688976	762	337	13	54.51	2.33	2.37	2.37
15	49947748	49949514	1767	861	41	140.03	2.21	2.29	1.44
15	49967918	49968848	931	518	15	67.27	2.39	1.59	1.59
15	50123891	50124575	685	332	13	69.76	2.77	1.51	1.48
15	50375174	50376377	1204	672	23	84.11	3.19	1.61	1.44
15	50520826	50521598	773	245	11	52.15	2.04	2.80	2.78
15	50533278	50534315	1038	596	17	57.02	2.18	2.08	2.08
15	51570629	51571568	940	375	14	72.85	2.47	1.55	1.48
15	52243177	52243898	722	255	11	57.17	3.06	2.09	2.08
15	53103674	53104431	758	522	11	56.89	2.13	2.09	2.09
15	53264565	53265553	989	498	14	51.07	2.62	2.94	2.94
15	53480968	53484412	3445	2197	74	113.09	2.21	1.87	1.44
15	53496485	53497408	924	550	20	125.82	2.68	2.06	1.44
15	53497502	53498407	906	659	17	115.29	3.51	1.95	1.44
15	53596243	53597014	772	251	11	62.03	3.10	1.73	1.71
15	53925178	53926353	1176	475	20	93.50	2.10	1.64	1.44
15	54030534	54032776	2243	1538	38	107.07	2.51	1.79	1.44
15	54598360	54598990	631	250	12	67.74	2.98	1.56	1.56
15	54793489	54794228	740	433	13	57.53	2.08	2.07	2.06
15	54999428	55000657	1230	850	24	88.78	2.27	1.69	1.44
15	55000701	55001811	1111	593	18	51.51	2.51	2.86	2.86
15	55035480	55036831	1352	818	23	85.40	2.07	1.59	1.44
15	55185308	55186020	713	290	11	58.11	2.38	2.00	1.99
15	55232191	55233374	1184	711	26	91.22	3.10	1.65	1.44
15	55241543	55242278	736	493	11	53.21	2.96	2.52	2.52
15	55242789	55243623	835	438	12	51.77	2.58	2.78	2.78
15	55309708	55310666	959	249	23	135.88	3.57	2.15	1.44
15	55331889	55332870	982	590	17	78.70	2.25	1.54	1.44
15	55785256	55787203	1948	940	176	2577.02	20.55	0.00	0.00
15	56103494	56104264	771	327	11	71.28	3.05	1.58	1.48
15	56139752	56140692	941	494	15	54.73	2.37	2.36	2.35
15	56201211	56201979	769	513	13	66.03	2.39	1.62	1.61
15	56339867	56340952	1086	499	16	50.13	2.12	3.14	3.14
15	56399868	56400658	791	544	13	51.44	2.07	2.89	2.88
15	56759942	56760675	734	509	14	71.42	2.17	1.58	1.48
15	56986788	56987503	716	407	11	57.80	2.38	2.02	2.01
15	57033648	57034420	773	294	12	53.94	2.15	2.43	2.43
15	57075116	57075859	744	208	11	58.28	2.13	1.97	1.96
15	57121792	57122610	819	509	12	60.08	3.17	1.84	1.83
15	57125063	57125815	753	352	13	72.93	2.52	1.55	1.48
15	57185186	57187040	1855	616	34	153.52	2.49	2.46	1.44
15	57211869	57212825	957	301	21	83.28	2.45	1.58	1.44
15	57344945	57346527	1583	927	35	154.98	2.96	2.38	1.44
15	57379535	57380796	1262	724	24	77.59	2.37	1.50	1.44
15	57543999	57544755	757	510	11	56.30	2.11	2.13	2.13
15	57619585	57621494	1910	730	37	72.96	2.53	1.56	1.48
15	57649202	57650708	1507	887	39	85.94	2.00	1.61	1.44
15	57696258	57697322	1065	386	22	53.89	2.19	2.43	2.43
15	58185016	58185887	872	541	13	64.99	2.67	1.68	1.68
15	58599101	58600007	907	500	14	66.45	2.54	1.61	1.60
15	60136761	60138665	1905	570	34	114.76	2.05	1.93	1.44
15	60139944	60141158	1215	553	27	87.45	2.58	1.63	1.44
15	60148209	60148886	678	231	12	50.14	2.31	3.15	3.14
15	60204665	60205901	1237	599	22	52.76	2.13	2.65	2.64
15	60238081	60238796	716	477	11	50.46	2.46	3.10	3.10
15	60619489	60620526	1038	509	19	66.20	3.42	1.60	1.60
15	61163893	61165534	1642	924	38	195.62	3.63	3.16	1.44
15	61565830	61566830	1001	636	21	100.61	2.66	1.64	1.44
15	61593638	61594592	955	253	20	77.56	2.80	1.49	1.44
15	61595187	61596343	1157	521	24	89.99	2.37	1.64	1.44
15	61620774	61622491	1718	494	30	107.09	2.24	1.79	1.44
15	61712063	61713049	987	576	15	53.65	2.19	2.45	2.45
15	61801092	61802414	1323	650	25	100.42	2.18	1.63	1.44
15	61862624	61863387	764	234	11	53.00	2.72	2.58	2.58
15	61891487	61892129	643	236	12	63.08	2.87	1.72	1.71
15	61911536	61912606	1071	533	19	69.54	2.66	1.50	1.48
15	62047653	62048290	638	417	11	51.17	2.21	2.91	2.91
15	62174213	62176373	2161	1047	226	3100.00	26.15	0.00	0.00
15	62388223	62389004	782	541	13	96.17	3.75	1.70	1.44
15	62419157	62420009	853	257	13	50.91	2.21	3.00	3.00
15	62561507	62562166	660	257	11	66.80	3.17	1.60	1.60
15	62640229	62641947	1719	1212	27	59.01	2.15	1.94	1.93
15	62683296	62684002	707	250	11	75.62	2.95	1.48	1.48
15	63033304	63034029	726	236	12	56.39	2.68	2.14	2.13
15	63084028	63084850	823	290	13	60.10	2.09	1.84	1.83
15	63254899	63255541	643	308	11	68.87	2.82	1.50	1.48
15	63300248	63301024	777	230	13	58.67	2.21	1.94	1.93
15	63310822	63311572	751	365	12	88.56	3.15	1.68	1.44
15	63682515	63683813	1299	656	31	181.23	4.91	3.06	1.44
15	63878618	63879398	781	243	12	51.92	2.12	2.79	2.78
15	63959077	63959937	861	527	13	50.16	2.21	3.15	3.14
15	64148880	64149948	1069	555	21	75.93	2.80	1.46	1.46
15	64582936	64585182	2247	1550	59	189.93	2.74	3.02	1.44
15	64610171	64610986	816	228	12	54.18	2.61	2.39	2.39
15	64631108	64631897	790	446	12	66.03	2.93	1.62	1.61
15	64711629	64712300	672	477	11	65.39	2.82	1.68	1.67
15	64912005	64913033	1029	308	23	143.86	3.73	2.40	1.44
15	65077209	65078002	794	555	14	59.73	2.58	1.88	1.88
15	65185768	65187304	1537	754	36	74.24	2.01	1.52	1.48
15	65332765	65333772	1008	650	18	55.56	2.37	2.23	2.22
15	65601430	65602874	1445	628	32	130.03	2.15	2.08	1.44
15	65713831	65714582	752	327	12	59.94	2.26	1.87	1.86
15	65774613	65776206	1594	1061	48	310.10	5.70	2.04	1.44
15	65984810	65985523	714	226	12	54.75	2.01	2.36	2.35
15	66200268	66201155	888	598	16	90.59	2.58	1.67	1.44
15	66499477	66500264	788	481	13	68.07	3.13	1.50	1.50
15	66899710	66900638	929	569	14	60.57	2.14	1.81	1.80
15	66901061	66902270	1210	533	24	75.93	2.86	1.46	1.46
15	67313839	67314695	857	421	13	56.01	2.96	2.17	2.17
15	67633291	67635616	2326	1331	87	375.62	4.10	2.55	1.44
15	67690387	67691175	789	536	12	56.14	2.58	2.15	2.15
15	67695617	67696374	758	330	13	67.31	2.39	1.59	1.59
15	68540997	68542139	1143	547	19	82.88	3.18	1.57	1.44
15	68777561	68778696	1136	530	20	51.47	2.45	2.87	2.87
15	68842817	68843571	755	508	13	65.64	2.04	1.67	1.66
15	68934543	68937272	2730	2032	51	229.29	3.32	3.11	1.44
15	69132966	69134432	1467	658	35	76.36	2.30	1.45	1.44
15	69151498	69152167	670	414	12	51.54	2.58	2.82	2.82
15	69157818	69159801	1984	971	65	223.01	3.07	3.27	1.44
15	69239396	69240274	879	341	17	99.62	2.70	1.66	1.44
15	69241910	69242711	802	393	14	53.18	2.42	2.52	2.52
15	69316791	69318497	1707	767	45	174.82	3.17	3.03	1.44
15	69441849	69443954	2106	1092	53	148.77	2.33	2.61	1.44
15	69492777	69493975	1199	250	27	104.30	2.22	1.70	1.44
15	69510792	69513560	2769	2149	59	148.53	2.63	2.60	1.44
15	69516838	69518626	1789	1084	42	133.52	2.11	2.09	1.44
15	69568802	69569573	772	524	12	51.92	2.39	2.79	2.78
15	69624131	69625359	1229	724	27	148.63	5.04	2.60	1.44
15	69728857	69730304	1448	695	57	493.68	9.69	2.96	1.44
15	69732946	69734231	1286	679	24	88.15	3.31	1.67	1.44
15	69764422	69765208	787	255	17	93.96	2.31	1.66	1.44
15	69765580	69766670	1091	714	19	69.59	2.47	1.50	1.48
15	69839895	69841191	1297	709	23	82.19	2.66	1.58	1.44
15	70132975	70133774	800	479	14	88.85	2.82	1.69	1.44
15	70209298	70210295	998	567	38	383.36	8.15	2.59	1.44
15	70352015	70353516	1502	311	31	155.03	2.38	2.39	1.44
