# This file is generated by MACS version 1.4.0rc2 20110214
# ARGUMENTS LIST:
# name = LoVo_GATA2
# format = BAM
# ChIP-seq file = /wrk2/martin/aligned/merged//LoVo_GATA2_Goat.bam
# control file = /wrk2/martin/aligned/merged/LoVo_IgG_Goat.bam
# effective genome size = 2.75e+09
# band width = 300
# model fold = 2,6
# pvalue cutoff = 1.00e-05
# Small dataset will be scaled towards larger dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps

# tag size is determined as 36 bps
# total tags in treatment: 12954183
# tags after filtering in treatment: 9568998
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.26
# total tags in control: 52744122
# tags after filtering in control: 37934038
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.28
# d = 307
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
17	1249425	1250928	1504	726	38	377.99	3.14	26.56	22.48
17	1341948	1342955	1008	551	15	198.44	2.19	25.48	23.97
17	2251295	2252157	863	472	20	235.34	2.27	24.44	22.67
17	3450639	3451453	815	559	12	177.09	2.17	26.04	25.52
17	3610647	3611680	1034	469	14	188.87	2.71	24.58	24.38
17	6304605	6305503	899	288	12	169.32	2.00	26.44	26.13
17	9071319	9072226	908	518	12	228.43	3.66	23.05	22.79
17	12869379	12870181	803	444	13	208.42	2.44	25.71	23.97
17	15308282	15309907	1626	806	41	465.56	2.48	48.00	22.48
17	16848064	16848882	819	262	12	173.52	2.14	25.88	25.52
17	17411646	17412634	989	345	14	197.40	2.71	25.10	23.97
17	18816823	18817730	908	447	13	175.91	2.31	25.70	25.52
17	19941944	19942817	874	595	12	120.32	2.04	42.40	42.40
17	20858488	20859275	788	289	13	161.40	2.05	26.58	26.33
17	21206303	21207216	914	289	12	155.55	2.40	26.72	26.46
17	21944021	21945612	1592	828	49	184.91	2.28	24.96	24.88
17	22739810	22740824	1015	595	15	197.04	2.43	25.19	23.97
17	22829925	22830717	793	302	17	313.31	2.69	23.20	22.48
17	23884751	23885619	869	271	12	190.40	2.82	24.32	24.20
17	24089141	24089981	841	568	12	150.29	2.14	27.81	27.75
17	24237466	24238362	897	597	13	178.07	2.31	25.94	25.52
17	24968129	24968947	819	260	12	180.51	2.23	25.52	25.37
17	26946766	26947705	940	302	13	193.84	2.05	24.96	23.97
17	29832833	29833589	757	291	12	192.39	2.76	24.30	23.97
17	31195186	31196411	1226	672	18	192.47	2.25	24.39	23.97
17	35129160	35130064	905	293	13	209.25	2.15	25.11	23.97
17	37003792	37004759	968	564	14	203.17	2.19	25.26	23.97
17	37042071	37043498	1428	659	22	183.98	2.28	25.16	24.96
17	37220108	37221285	1178	622	18	268.00	2.69	26.50	22.64
17	37828326	37829484	1159	582	19	174.39	2.12	25.86	25.52
17	37952309	37953181	873	575	12	208.86	3.15	25.11	23.97
17	39511195	39512091	897	433	12	162.63	2.46	26.95	26.33
17	39744897	39745670	774	441	12	185.77	2.17	25.16	24.88
17	39748705	39749552	848	556	12	145.53	2.09	29.08	29.08
17	39757910	39759132	1223	588	20	223.26	2.30	24.39	23.97
17	40211904	40213052	1149	537	15	175.30	2.22	25.73	25.52
17	40401370	40402276	907	294	12	159.47	2.17	26.87	26.46
17	40769407	40770501	1095	612	15	171.82	2.08	25.73	25.52
17	41238983	41239891	909	416	14	234.82	2.41	24.20	22.67
17	42924651	42925433	783	299	12	147.24	2.17	28.51	28.51
17	43081467	43082832	1366	682	28	259.54	2.84	26.03	22.64
17	44446541	44447387	847	522	12	157.58	2.51	27.08	26.46
17	45790559	45791691	1133	593	15	165.20	2.08	26.57	26.33
17	53678018	53678808	791	461	12	184.93	2.21	25.00	24.88
17	59360950	59362150	1201	581	18	278.19	2.29	27.17	22.64
17	59405583	59406417	835	407	12	214.76	3.12	24.88	23.97
17	59434850	59435734	885	233	12	192.28	2.26	24.17	23.97
17	60201498	60202297	800	495	12	143.84	2.17	29.95	29.95
17	67696188	67697373	1186	807	27	358.05	2.28	26.32	22.48
17	68507381	68508477	1097	608	18	262.15	2.94	26.19	22.64
17	69583737	69585072	1336	668	21	257.48	2.17	25.99	22.64
17	69670908	69671990	1083	261	18	326.33	2.79	24.53	22.48
17	70076139	70077159	1021	728	19	277.62	2.39	26.55	22.64
17	70240014	70241833	1820	1197	33	399.91	2.30	32.61	22.48
17	71130019	71131037	1019	480	16	231.14	2.27	23.49	22.67
17	71891062	71891774	713	384	13	215.63	2.76	24.69	23.97
17	72288498	72289426	929	524	13	197.63	2.37	25.24	23.97
17	72764809	72765705	897	390	12	161.27	2.71	26.46	26.33
17	73359472	73360411	940	662	14	207.26	2.71	25.49	23.97
17	73641377	73642359	983	541	17	285.58	2.99	25.95	22.64
17	73985514	73986743	1230	583	24	286.35	2.40	25.64	22.64
17	74400292	74401669	1378	638	23	402.87	3.59	33.33	22.48
17	75324805	75325718	914	630	12	210.49	2.22	24.77	23.97
17	75409440	75410336	897	300	14	173.62	2.39	25.95	25.52
17	75625114	75625944	831	300	12	138.92	2.19	31.82	31.77
17	75901296	75902341	1046	521	17	203.34	2.44	25.36	23.97
17	76288624	76289754	1131	405	18	241.87	2.56	24.30	22.67
17	76419938	76420880	943	337	19	412.51	3.91	35.90	22.48
17	76706805	76707589	785	289	12	183.38	2.17	25.04	24.96
17	76837256	76838263	1008	573	23	307.31	2.93	23.48	22.64
17	76861401	76862341	941	272	14	253.87	3.09	24.38	22.64
17	78268924	78269874	951	398	15	250.12	2.93	22.90	22.64
18	4500379	4501303	925	520	24	418.76	3.26	37.84	22.48
18	9709280	9710221	942	495	15	231.96	2.94	23.78	22.67
18	33433640	33434458	819	262	12	184.88	2.57	24.92	24.88
18	44382886	44384222	1337	818	19	224.15	2.31	24.32	23.97
18	44438386	44439384	999	380	16	251.82	2.44	23.72	22.64
18	46060841	46063192	2352	928	61	773.34	3.12	100	22.48
18	53447528	53448548	1021	444	19	277.62	2.17	26.55	22.64
18	55176719	55177564	846	552	17	195.41	2.22	24.45	23.97
18	55657577	55658581	1005	714	16	272.47	2.69	27.96	22.64
18	58883352	58884278	927	366	13	148.23	2.01	28.23	28.20
18	58921125	58922387	1263	502	19	192.38	2.11	24.26	23.97
18	70927192	70928223	1032	578	13	178.69	2.37	25.51	25.51
18	71202207	71203315	1109	594	13	131.52	2.17	33.94	33.94
18	71591848	71592698	851	294	12	187.55	3.02	24.39	24.39
18	75285195	75286056	862	569	14	224.35	2.44	24.11	23.97
18	75712548	75713425	878	254	12	164.77	2.17	26.68	26.33
18	76035691	76036558	868	593	12	181.11	2.37	25.56	25.37
19	430992	431894	903	505	12	174.50	2.67	25.90	25.52
19	495284	496197	914	664	13	238.16	2.90	24.00	22.67
19	752961	753981	1021	502	13	139.11	2.09	31.85	31.77
19	787207	788101	895	291	13	264.98	4.48	26.83	22.64
19	939054	939822	769	304	14	300.53	4.20	23.94	22.64
19	1019649	1020553	905	303	12	174.13	2.37	25.96	25.52
19	1026001	1026630	630	330	14	195.75	2.23	24.77	23.97
19	1035994	1037226	1233	589	19	365.92	4.34	26.09	22.48
19	1092792	1093633	842	445	14	266.22	2.93	27.09	22.64
19	1115353	1116298	946	650	15	253.21	2.37	24.08	22.64
19	2299514	2300314	801	267	12	283.48	3.89	26.25	22.64
19	2312734	2314420	1687	907	33	362.66	2.44	27.40	22.48
19	3427418	3429090	1673	1295	25	363.25	2.71	26.39	22.48
19	4285537	4286469	933	245	13	154.25	2.33	26.58	26.58
19	4443049	4444606	1558	836	37	554.93	2.90	45.45	22.48
19	5473884	5474687	804	464	13	193.53	2.00	24.91	23.97
19	5517495	5518528	1034	449	17	205.93	2.24	24.79	23.97
19	5572995	5574489	1495	760	26	238.20	2.33	24.08	22.67
19	5632205	5633225	1021	544	19	245.03	2.49	24.28	22.67
19	5647470	5648261	792	262	12	166.04	2.22	26.80	26.33
19	5649794	5650707	914	481	12	186.80	2.58	24.80	24.64
19	6540625	6541410	786	298	13	215.52	2.76	24.63	23.97
19	7049577	7050664	1088	550	26	298.78	2.31	24.66	22.64
19	7148095	7149206	1112	672	20	224.60	2.45	24.24	23.97
19	7334118	7335233	1116	464	17	245.24	2.61	24.00	22.67
19	8219589	8220361	773	470	13	242.56	3.13	24.47	22.67
19	8839102	8840022	921	364	13	230.48	2.80	23.15	22.67
19	9978383	9979212	830	529	13	246.28	2.74	23.44	22.67
19	10261820	10262884	1065	611	14	160.06	2.16	26.54	26.45
19	10374793	10376770	1978	1203	42	505.00	2.44	62.50	22.48
19	10531431	10532268	838	536	12	208.65	3.02	25.66	23.97
19	11181871	11182930	1060	270	18	442.94	3.72	41.38	22.48
19	11200606	11201599	994	712	18	346.62	2.77	24.73	22.48
19	11201788	11202647	860	536	12	184.21	2.39	25.20	24.96
19	13123456	13125538	2083	1434	51	320.40	2.47	23.08	22.48
19	13735710	13736475	766	364	14	191.22	2.04	24.23	24.02
19	14030053	14030967	915	410	12	145.22	2.00	29.45	29.45
19	15096620	15097895	1276	512	29	339.86	2.67	25.26	22.48
19	16144649	16145428	780	500	14	237.83	2.63	23.92	22.67
19	16224481	16225366	886	618	12	163.28	2.17	26.65	26.33
19	16258511	16259407	897	599	13	248.27	3.37	23.51	22.67
19	16956626	16957720	1095	689	18	336.34	3.26	26.26	22.48
19	17489073	17490023	951	333	15	296.26	3.26	25.17	22.64
19	17803040	17803854	815	518	13	192.46	2.27	24.34	23.97
19	18390099	18391072	974	437	18	279.22	2.33	27.22	22.64
19	18439541	18440433	893	433	13	184.57	2.65	25.12	24.96
19	18654345	18655323	979	676	16	138.36	2.02	31.93	31.77
19	19132637	19133574	938	672	14	153.64	2.04	26.97	26.83
19	19233612	19234801	1190	592	14	196.88	3.58	25.09	23.97
19	33011407	33012493	1087	491	14	151.15	2.56	27.34	27.34
19	34695328	34696320	993	284	16	325.84	3.33	24.07	22.48
19	34964295	34965147	853	565	12	218.65	2.90	24.94	23.97
19	38454348	38455265	918	640	12	171.76	2.07	25.69	25.52
19	38687854	38688895	1042	494	15	209.18	2.12	25.06	23.97
19	39165745	39166643	899	598	13	173.54	2.26	25.92	25.52
19	39644254	39645441	1188	683	16	153.57	2.04	26.91	26.83
19	40278807	40279810	1004	451	13	154.38	2.76	26.59	26.53
19	44588786	44590386	1601	783	40	391.99	3.02	30.77	22.48
19	45740029	45740939	911	607	12	158.75	2.71	26.74	26.46
19	47112017	47112894	878	410	16	281.51	2.71	27.27	22.64
19	47113432	47114350	919	531	12	205.63	2.53	24.90	23.97
19	47114369	47115247	879	583	12	173.38	2.00	25.91	25.52
19	47262149	47263057	909	258	12	159.11	2.17	26.72	26.46
19	50062679	50063560	882	263	12	212.79	2.53	24.30	23.97
19	50460405	50461585	1181	573	16	181.81	2.33	25.11	25.11
19	51209217	51210119	903	693	12	115.48	2.04	46.48	46.48
19	51210553	51211203	651	356	16	202.35	2.12	25.05	23.97
19	52707503	52708798	1296	706	27	308.57	2.33	23.85	22.64
19	54629639	54630532	894	606	12	161.81	2.17	26.80	26.33
19	55689416	55690334	919	569	12	171.58	2.37	25.52	25.52
19	56005388	56006113	726	464	12	170.69	2.09	26.10	25.97
19	60651010	60652026	1017	310	14	208.88	2.07	25.17	23.97
19	60722259	60723302	1044	632	18	261.70	3.02	25.94	22.64
19	60729647	60730453	807	291	12	178.74	2.44	25.55	25.51
2	2494538	2495300	763	472	12	203.10	2.67	25.20	23.97
2	2835081	2836118	1038	504	14	188.14	2.44	24.51	24.39
2	3025676	3026700	1025	320	15	226.61	2.27	23.25	23.12
2	8654289	8655232	944	675	16	257.24	2.10	25.88	22.64
2	10069957	10071497	1541	670	28	265.41	2.02	26.96	22.64
2	10369107	10370893	1787	1163	31	474.92	2.53	54.55	22.48
2	16042761	16043631	871	297	12	163.37	2.14	26.56	26.33
2	16439133	16440300	1168	576	20	293.76	2.14	24.67	22.64
2	19410467	19411895	1429	775	28	219.37	2.26	25.06	23.97
2	20183856	20184796	941	656	13	173.82	2.63	25.99	25.52
2	27163097	27164072	976	303	15	227.97	2.44	22.79	22.79
2	27795925	27796985	1061	561	15	153.62	2.24	26.94	26.83
2	42188088	42189137	1050	745	14	156.09	2.54	26.67	26.46
2	53934569	53935467	899	268	12	162.27	2.46	26.99	26.33
2	57298284	57298986	703	285	12	183.38	2.19	25.00	24.96
2	58736835	58737827	993	698	14	185.79	2.05	25.20	24.88
2	67752521	67753987	1467	791	25	350.45	3.44	24.71	22.48
2	69294931	69295861	931	575	14	196.61	2.04	25.00	23.97
2	74560749	74561678	930	648	15	148.09	2.08	28.20	28.20
2	84909666	84911067	1402	782	20	141.42	2.04	30.88	30.88
2	85407908	85409517	1610	796	35	257.08	2.17	25.54	22.64
2	85836924	85837768	845	253	12	164.36	2.08	26.61	26.33
2	87476997	87477771	775	251	16	347.23	3.16	24.44	22.48
2	88286022	88286951	930	581	14	226.56	2.67	23.18	23.12
2	96287719	96288708	990	466	13	122.46	2.04	40.87	40.87
2	96830277	96831580	1304	615	21	355.10	3.26	26.92	22.48
2	99952876	99953764	889	294	12	156.10	2.35	26.70	26.46
2	99998472	99999566	1095	491	14	137.70	2.39	31.90	31.77
2	101392595	101393470	876	490	13	201.84	2.86	25.05	23.97
2	113504761	113505674	914	285	13	155.34	2.06	26.60	26.46
2	119700552	119701571	1020	586	15	210.25	2.35	25.11	23.97
2	121250883	121251759	877	355	20	391.85	3.76	30.19	22.48
2	128284249	128286419	2171	1034	53	510.72	2.00	66.67	22.48
2	130208995	130210078	1084	294	16	257.21	2.41	25.76	22.64
2	130233134	130234301	1168	551	18	272.25	2.71	27.81	22.64
2	131450469	131451809	1341	596	20	250.10	3.02	22.81	22.64
2	137615345	137616058	714	285	12	162.09	2.39	26.90	26.33
2	138786196	138787005	810	518	13	194.99	2.54	24.59	23.97
2	159769988	159770912	925	418	13	198.42	2.07	25.43	23.97
2	171392581	171393475	895	514	13	188.61	2.44	24.46	24.38
2	183195962	183196976	1015	561	13	146.15	2.17	28.76	28.76
2	201961883	201962707	825	353	14	176.02	2.43	25.81	25.52
2	202023857	202024653	797	494	22	362.46	3.19	27.03	22.48
2	216671342	216672444	1103	514	19	269.85	2.05	26.94	22.64
2	217381343	217382565	1223	450	21	324.20	2.51	23.85	22.48
2	219602410	219603446	1037	430	14	159.63	2.09	26.70	26.46
2	220137918	220138828	911	608	12	173.03	2.67	25.77	25.52
2	221977728	221978638	911	386	12	173.03	2.67	25.77	25.52
2	231481709	231482562	854	563	12	156.25	2.26	26.78	26.46
2	233441624	233442492	869	581	12	146.25	2.40	28.69	28.69
2	235918021	235919026	1006	299	17	264.30	2.04	26.44	22.64
2	237703704	237704838	1135	461	15	195.07	2.42	24.64	23.97
2	238138585	238139766	1182	641	17	205.88	2.56	24.74	23.97
2	238482562	238483549	988	225	14	207.55	2.29	25.71	23.97
2	238483903	238484718	816	481	12	173.38	2.39	25.91	25.52
2	239093568	239095181	1614	884	26	404.79	2.71	35.71	22.48
2	240502891	240503980	1090	525	16	201.75	2.36	25.15	23.97
2	241155110	241156235	1126	829	19	209.01	2.01	25.22	23.97
2	241587650	241588602	953	579	14	175.19	2.09	25.83	25.52
2	241598335	241599388	1054	414	13	207.26	2.83	25.43	23.97
2	242133313	242134670	1358	743	19	229.28	2.16	22.67	22.67
2	242462861	242463888	1028	490	15	291.63	3.45	25.66	22.64
20	345932	346855	924	632	13	153.48	2.06	26.89	26.83
20	1803608	1804609	1002	497	15	196.65	2.40	25.05	23.97
20	8742905	8743977	1073	501	15	171.67	2.04	25.59	25.52
20	16187123	16188039	917	292	13	188.80	2.51	24.50	24.38
20	24363713	24364536	824	549	12	165.88	2.31	26.73	26.33
20	24995551	24996852	1302	507	27	379.33	2.84	27.42	22.48
20	25210573	25211942	1370	549	19	218.08	2.31	24.74	23.97
20	30110045	30111016	972	673	13	189.42	2.37	24.50	24.38
20	31057930	31058787	858	286	12	199.30	2.28	25.10	23.97
20	31461909	31462749	841	299	12	202.75	2.61	25.05	23.97
20	31726107	31726999	893	592	13	161.77	2.09	26.77	26.33
20	32884511	32885655	1145	673	19	231.32	2.24	23.56	22.67
20	34033139	34033934	796	497	13	158.58	2.04	26.68	26.46
20	34242029	34242964	936	637	13	162.51	2.20	27.00	26.33
20	34604948	34605860	913	294	12	180.44	2.48	25.48	25.37
20	35467411	35468859	1449	750	18	118.73	2.23	43.83	43.83
20	35491838	35492728	891	500	13	186.44	2.40	24.92	24.84
20	36663032	36664058	1027	537	15	148.36	2.11	28.16	28.16
20	36714880	36716006	1127	303	18	268.95	3.10	26.40	22.64
20	42326538	42327438	901	607	12	153.94	2.61	26.82	26.79
20	44185388	44186299	912	374	12	185.50	2.24	25.00	24.88
20	45755908	45757000	1093	434	16	251.16	2.67	23.35	22.64
20	46216568	46217393	826	344	12	164.20	2.04	26.55	26.33
20	46752329	46753233	905	301	12	141.01	2.17	31.14	31.14
20	46970675	46971665	991	686	24	255.92	2.00	25.11	22.64
20	47095737	47097181	1445	701	33	388.15	3.11	29.63	22.48
20	47641688	47642656	969	297	15	203.47	2.16	25.47	23.97
20	48254610	48255807	1198	594	17	219.64	2.26	25.00	23.97
20	54813223	54814110	888	266	12	175.78	2.93	25.77	25.52
20	56205001	56205943	943	460	13	194.90	2.67	24.73	23.97
20	56631531	56632658	1128	584	17	186.64	2.04	24.76	24.64
20	59798337	59799484	1148	595	17	182.82	2.04	25.08	25.04
20	60238745	60239577	833	222	14	241.54	2.57	24.04	22.67
20	60366986	60367895	910	547	12	252.01	3.26	23.90	22.64
20	60583848	60584741	894	294	12	195.71	2.66	24.72	23.97
20	60586155	60587101	947	671	13	151.72	2.09	27.22	27.19
20	60592486	60593334	849	604	12	184.84	2.67	24.88	24.88
20	61100008	61100957	950	319	14	205.20	2.71	24.84	23.97
20	61358753	61359807	1055	463	16	334.23	4.07	25.74	22.48
20	61583791	61584679	889	631	12	213.36	2.93	24.64	23.97
20	61633406	61634401	996	660	14	180.80	2.26	25.45	25.37
20	61643474	61645829	2356	636	39	384.93	2.36	27.59	22.48
20	62052263	62053188	926	386	13	201.58	3.02	25.05	23.97
20	62254867	62255958	1092	598	16	277.88	2.99	27.01	22.64
21	32370319	32371207	889	278	13	223.45	2.28	24.46	23.97
21	40141156	40142074	919	635	13	134.46	2.04	32.95	32.95
21	42115016	42115922	907	633	12	162.20	2.48	26.93	26.33
21	42399889	42401647	1759	545	25	323.91	2.29	24.55	22.48
21	42732791	42733795	1005	376	14	182.03	2.04	25.23	25.11
21	42963401	42964317	917	442	15	156.84	2.15	26.81	26.46
21	43062013	43063425	1413	646	21	365.82	3.66	25.71	22.48
21	43102293	43103424	1132	660	19	288.23	3.26	25.97	22.64
21	43156204	43157096	893	279	12	149.09	2.00	28.05	28.05
21	43414964	43415835	872	288	12	214.78	3.26	24.94	23.97
21	43486074	43486958	885	604	12	176.35	2.35	25.88	25.52
21	43628944	43630861	1918	824	36	781.23	4.34	100	22.48
21	44148007	44148944	938	283	17	232.55	2.70	24.00	22.67
21	45154994	45155931	938	521	15	299.35	3.98	24.31	22.64
21	45286255	45287186	932	301	13	216.48	2.63	24.69	23.97
21	45595335	45596249	915	628	12	188.30	2.93	24.38	24.38
21	45597708	45598673	966	527	13	185.69	2.88	25.08	24.88
21	45879244	45881070	1827	975	32	489.93	2.51	57.89	22.48
22	18186332	18187378	1047	457	15	251.89	2.28	23.81	22.64
22	19180234	19181676	1443	302	48	697.87	2.76	75.00	22.48
22	22223394	22225579	2186	653	35	573.79	2.67	55.56	22.48
22	22432213	22432944	732	286	12	195.26	2.99	24.77	23.97
22	24677982	24678839	858	555	12	155.50	2.26	26.63	26.46
22	24859519	24860540	1022	720	15	236.64	2.37	24.26	22.67
22	25368058	25369045	988	287	13	171.02	2.17	25.95	25.95
22	26037956	26039027	1072	776	19	304.96	3.28	23.19	22.64
22	27845799	27847079	1281	715	19	219.40	3.04	25.13	23.97
22	29339131	29340060	930	303	13	162.33	2.19	27.06	26.33
22	29482510	29483351	842	538	12	158.54	2.26	26.65	26.46
22	34068062	34068919	858	580	12	155.50	2.00	26.63	26.46
22	34189132	34189970	839	544	13	172.65	2.56	25.70	25.52
22	34237293	34238197	905	616	12	137.58	2.12	31.80	31.77
22	34259552	34260405	854	298	12	162.62	2.35	27.03	26.33
22	35358394	35359203	810	260	12	176.73	2.15	25.93	25.52
22	35405635	35406897	1263	632	18	233.03	2.00	24.30	22.67
22	35550259	35551459	1201	582	20	309.44	2.84	22.48	22.48
22	35986989	35987910	922	623	14	168.52	2.17	26.36	26.13
22	36026329	36027226	898	293	12	193.21	2.96	24.69	23.97
22	36390876	36391788	913	614	13	202.48	2.39	25.15	23.97
22	36523734	36524574	841	408	12	157.75	2.24	27.06	26.46
22	36633139	36634147	1009	496	14	164.63	2.09	26.62	26.33
22	36750870	36751775	906	354	14	226.41	2.31	23.12	23.12
22	36754285	36755291	1007	298	14	195.54	2.19	24.54	23.97
22	37455744	37456605	862	597	14	201.20	2.17	25.15	23.97
22	37683416	37684506	1091	679	16	251.57	2.96	23.44	22.64
22	38698479	38699368	890	431	12	149.63	2.00	28.00	28.00
22	40172659	40173805	1147	391	40	548.22	2.25	50.00	22.48
22	41055925	41056813	889	289	12	189.83	2.55	24.41	24.38
22	41106202	41107111	910	609	12	134.49	2.56	32.88	32.88
22	42158202	42159200	999	359	15	306.13	4.37	23.70	22.64
22	42463941	42466251	2311	1620	36	456.07	2.79	46.15	22.48
22	42681851	42683271	1421	706	23	219.88	2.23	25.13	23.97
22	42873107	42874023	917	620	12	157.69	2.17	27.03	26.46
22	42881729	42882649	921	639	13	169.29	2.00	26.37	26.13
22	43026702	43027489	788	518	12	234.69	2.56	23.97	22.67
22	43349939	43350810	872	575	16	264.58	2.26	26.70	22.64
22	43658318	43659253	936	241	13	192.99	2.04	24.60	23.97
22	45064413	45065685	1273	615	18	244.62	2.65	24.01	22.67
22	45231601	45232485	885	586	12	206.48	2.45	25.16	23.97
22	45779682	45780589	908	284	15	199.48	2.20	24.95	23.97
22	47035225	47036164	940	560	13	248.31	3.14	23.60	22.67
22	47663486	47664497	1012	571	17	278.48	2.17	27.49	22.64
22	47919716	47920868	1153	605	17	279.23	2.17	27.38	22.64
22	48231742	48232760	1019	486	13	196.33	2.58	24.91	23.97
22	48932514	48933365	852	557	13	183.08	2.26	25.08	25.04
22	49272413	49273253	841	303	12	158.74	2.26	26.71	26.46
22	49460401	49461300	900	279	26	493.81	3.45	61.11	22.48
3	382889	383798	910	626	12	189.23	2.61	24.58	24.38
3	4063215	4064285	1071	493	13	183.80	3.16	25.08	24.96
3	5256035	5256851	817	291	12	176.68	2.17	25.78	25.52
3	10826766	10827742	977	244	15	188.83	2.02	24.54	24.38
3	11133150	11134070	921	295	13	169.29	2.26	26.37	26.13
3	11741047	11741932	886	375	12	140.89	2.12	31.18	31.18
3	13215900	13216758	859	560	12	197.38	3.23	25.05	23.97
3	13264347	13265142	796	494	12	210.57	3.23	24.83	23.97
3	14318257	14319174	918	614	13	155.80	2.77	26.64	26.46
3	14398498	14399419	922	290	13	178.87	2.38	25.62	25.51
3	31548141	31549419	1279	706	38	494.72	3.01	64.71	22.48
3	37698917	37700021	1105	735	17	238.35	2.00	24.16	22.67
3	37809245	37810155	911	463	12	153.46	2.10	26.86	26.83
3	38492165	38493184	1020	540	14	147.83	2.36	28.35	28.35
3	39124044	39124859	816	336	12	161.16	2.22	26.40	26.33
3	39483491	39484352	862	258	14	240.01	2.64	24.15	22.67
3	42542845	42544009	1165	542	16	192.28	2.65	24.13	23.97
3	42717356	42718372	1017	581	15	202.81	2.26	25.10	23.97
3	43806410	43807360	951	402	14	201.78	2.67	25.00	23.97
3	44690398	44691417	1020	616	14	197.99	3.09	25.34	23.97
3	47326891	47327729	839	301	12	147.22	2.09	28.59	28.59
3	47396441	47398674	2234	1368	50	615.71	2.53	42.86	22.48
3	48431264	48432213	950	297	13	190.30	2.62	24.20	24.20
3	48482931	48484265	1335	659	27	353.29	2.35	25.30	22.48
3	48585886	48586755	870	434	12	202.15	2.69	25.20	23.97
3	49032908	49034192	1285	972	39	480.03	2.91	57.14	22.48
3	49562262	49563154	893	590	12	149.09	2.00	28.05	28.05
3	49685292	49686751	1460	1170	37	403.84	2.25	34.88	22.48
3	50327503	50328497	995	592	16	234.72	2.26	24.05	22.67
3	50418151	50419285	1135	604	15	166.23	2.09	26.87	26.33
3	52480256	52481173	918	678	12	165.87	2.00	26.70	26.33
3	53007893	53009146	1254	725	21	257.15	2.04	25.65	22.64
3	53149153	53149965	813	298	14	192.18	2.39	24.09	23.97
3	53179484	53180741	1258	610	17	208.54	2.76	25.83	23.97
3	53240707	53241700	994	620	13	131.11	2.16	34.10	34.10
3	57049515	57050428	914	638	14	224.66	2.88	24.31	23.97
3	83583858	83584704	847	303	13	225.18	2.82	24.17	23.97
3	90530361	90530943	583	291	17	220.43	2.02	24.67	23.97
3	102962759	102963865	1107	623	14	125.87	2.05	38.59	38.56
3	121371059	121371915	857	266	12	147.29	2.14	28.57	28.51
3	124176813	124177837	1025	519	14	164.38	2.12	26.64	26.33
3	126264863	126265541	679	304	12	175.97	2.02	25.77	25.52
3	127750952	127751865	914	629	12	188.49	2.93	24.42	24.38
3	128418018	128418898	881	614	12	161.51	2.14	26.64	26.33
3	129561176	129562041	866	487	15	229.91	2.43	22.81	22.67
3	129607256	129608012	757	286	12	163.81	2.33	26.42	26.33
3	129670021	129670966	946	662	14	204.40	2.42	24.69	23.97
3	134877877	134878734	858	542	13	232.06	2.96	23.85	22.67
3	138191333	138192089	757	295	12	163.81	2.09	26.42	26.33
3	169448880	169449658	779	296	12	159.14	2.33	26.75	26.46
3	170045502	170046892	1391	938	24	378.57	2.31	26.98	22.48
3	185436310	185437126	817	484	12	169.90	2.08	26.25	26.13
3	186011995	186013516	1522	752	28	211.72	2.08	24.59	23.97
3	195471081	195471972	892	269	12	159.49	2.40	26.90	26.46
3	196145075	196145975	901	438	17	259.19	2.90	25.68	22.64
3	196288767	196289675	909	705	12	257.48	2.87	26.11	22.64
3	198565290	198566258	969	372	13	160.46	2.26	26.50	26.41
3	198870335	198871764	1430	780	20	215.23	2.17	24.45	23.97
4	2280239	2281118	880	388	12	213.18	2.90	24.53	23.97
4	2659060	2660004	945	299	14	160.38	2.13	26.44	26.41
4	2803105	2804087	983	679	13	281.41	5.83	26.95	22.64
4	3634283	3635199	917	304	13	203.37	2.41	25.41	23.97
4	6223205	6224371	1167	301	20	354.13	2.93	25.93	22.48
4	6446201	6447083	883	401	13	176.71	2.00	25.89	25.52
4	7415065	7416135	1071	672	18	356.00	4.80	27.27	22.48
4	7665928	7667285	1358	625	17	175.38	2.56	25.77	25.52
4	7864827	7865722	896	605	12	156.13	2.10	26.73	26.46
4	9591391	9592440	1050	552	14	194.07	2.83	25.05	23.97
4	24599694	24600543	850	567	13	207.39	2.86	25.60	23.97
4	39971914	39973063	1150	845	30	484.39	2.68	55.00	22.48
4	76774322	76775475	1154	290	20	311.89	2.76	22.83	22.48
4	76838778	76839689	912	278	12	172.85	2.07	25.77	25.52
4	150284278	150285265	988	349	14	179.45	2.47	25.55	25.51
4	189982264	189983284	1021	616	14	215.38	2.46	24.51	23.97
5	530981	532152	1172	702	16	161.30	2.30	26.52	26.33
5	704182	705381	1200	435	20	261.42	2.39	25.82	22.64
5	1212878	1213966	1089	607	15	188.96	2.76	24.67	24.38
5	2634380	2635760	1381	736	19	185.58	2.24	25.04	24.88
5	3541593	3542719	1127	528	14	175.80	2.21	25.81	25.52
5	4133211	4134580	1370	829	19	193.49	2.30	24.87	23.97
5	5357419	5358338	920	289	13	183.66	2.17	25.00	24.96
5	5945449	5946230	782	382	12	181.25	2.14	25.60	25.37
5	6313076	6313934	859	412	12	146.92	2.14	28.76	28.69
