# This file is generated by MACS version 1.4.0rc2 20110214
# ARGUMENTS LIST:
# name = LoVo_GATA4
# format = BAM
# ChIP-seq file = /wrk2/martin/aligned/merged//LoVo_GATA4_Rabbit.bam
# control file = /wrk2/martin/aligned/merged/LoVo_IgG_Rabbit.bam
# effective genome size = 2.75e+09
# band width = 300
# model fold = 2,6
# pvalue cutoff = 1.00e-05
# Small dataset will be scaled towards larger dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps

# tag size is determined as 36 bps
# total tags in treatment: 12737607
# tags after filtering in treatment: 12425797
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.02
# total tags in control: 25659069
# tags after filtering in control: 22736096
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.11
# d = 200
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
13	109977624	109978194	571	288	11	58.42	3.33	0.92	0.91
13	110060482	110061129	648	375	15	64.48	3.21	0.42	0.41
13	110163053	110164051	999	475	29	131.58	5.62	0.07	0.05
13	110365204	110366001	798	388	16	120.51	5.56	0.06	0.05
13	111815188	111816331	1144	466	35	90.98	2.92	0.18	0.17
13	112263057	112263699	643	197	12	64.08	4.29	0.41	0.41
13	112474405	112475248	844	401	18	72.08	4.62	0.24	0.24
13	112871681	112872340	660	386	13	68.59	4.00	0.27	0.27
13	112999015	112999941	927	534	19	90.03	6.36	0.18	0.17
13	113065807	113066321	515	270	11	105.66	6.56	0.13	0.11
13	113150898	113152199	1302	822	38	57.63	2.59	1.04	1.04
13	113286661	113287191	531	195	14	126.62	7.33	0.06	0.05
13	113349430	113350028	599	182	11	70.47	3.57	0.26	0.26
13	113582243	113582790	548	253	12	134.17	9.96	0.07	0.05
13	113767211	113767795	585	195	12	65.88	3.50	0.36	0.36
13	113768394	113769288	895	472	21	66.05	2.94	0.34	0.34
13	113915711	113916282	572	400	11	113.07	6.00	0.10	0.09
13	114018132	114019016	885	446	21	151.48	5.23	0.10	0.05
13	114097780	114098333	554	193	12	86.58	5.62	0.19	0.17
14	19881092	19881858	767	294	17	62.86	2.67	0.47	0.47
14	19950976	19951755	780	388	19	81.87	3.19	0.17	0.17
14	19953675	19954361	687	283	13	52.16	2.92	1.85	1.85
14	19992363	19993557	1195	573	92	593.62	11.21	0.00	0.00
14	19999100	20000080	981	395	22	95.78	3.46	0.17	0.16
14	20006908	20008006	1099	525	27	106.20	4.00	0.13	0.11
14	20608317	20609054	738	408	15	75.34	3.69	0.26	0.24
14	20974894	20975877	984	461	29	204.59	7.87	0.18	0.05
14	20993612	20994670	1059	664	55	229.40	5.17	0.22	0.05
14	21014442	21015600	1159	758	36	197.89	4.29	0.17	0.05
14	21241163	21241970	808	429	20	81.48	4.33	0.19	0.18
14	22127634	22128638	1005	568	30	73.08	2.92	0.24	0.24
14	22197581	22198107	527	328	11	58.37	3.51	0.91	0.91
14	22596977	22597702	726	305	14	81.30	4.44	0.19	0.18
14	22707024	22707959	936	508	24	90.38	4.37	0.18	0.17
14	22824796	22825922	1127	648	31	98.61	4.47	0.14	0.14
14	22859359	22860908	1550	1023	63	394.42	10.31	0.00	0.00
14	23007957	23009004	1048	555	29	53.99	3.08	1.45	1.45
14	23249210	23250030	821	443	21	158.67	6.25	0.11	0.05
14	23449477	23450067	591	282	12	64.08	3.94	0.41	0.41
14	23590562	23591117	556	301	11	93.67	6.06	0.16	0.16
14	23632755	23633430	676	172	15	74.11	3.33	0.25	0.24
14	23653329	23654515	1187	462	31	129.02	2.67	0.07	0.05
14	23674378	23675203	826	388	18	101.46	4.00	0.11	0.11
14	23679951	23680781	831	398	17	61.84	3.21	0.55	0.55
14	23727622	23728326	705	363	19	57.04	4.00	1.08	1.08
14	23734031	23735235	1205	582	75	928.58	19.00	0.00	0.00
14	23754603	23755614	1012	489	25	74.61	4.44	0.25	0.24
14	23771267	23772235	969	503	22	79.96	3.67	0.18	0.18
14	23838375	23839141	767	463	17	97.06	4.25	0.17	0.16
14	23872882	23873473	592	165	11	66.46	3.33	0.35	0.34
14	23876862	23877448	587	153	11	75.39	3.75	0.26	0.24
14	23905324	23906312	989	489	28	223.22	8.33	0.21	0.05
14	23981240	23982091	852	499	18	57.73	2.67	1.03	1.03
14	24328853	24329472	620	436	17	126.67	5.50	0.06	0.05
14	24521222	24522233	1012	743	41	130.06	2.86	0.07	0.05
14	27949717	27950270	554	360	11	89.48	5.00	0.20	0.17
14	30746812	30747364	553	199	13	91.32	4.44	0.18	0.17
14	30790154	30790844	691	418	17	114.57	5.50	0.10	0.09
14	30959280	30960093	814	340	19	128.27	6.11	0.07	0.05
14	31415946	31416691	746	339	14	66.19	4.29	0.35	0.34
14	31469315	31469871	557	363	15	87.43	3.58	0.20	0.17
14	31615084	31616181	1098	725	30	127.46	3.25	0.07	0.05
14	31846777	31847587	811	502	29	113.65	3.86	0.10	0.09
14	34044494	34045521	1028	532	26	80.98	4.72	0.19	0.18
14	34585112	34585707	596	322	11	82.98	4.23	0.17	0.17
14	34590549	34591160	612	270	20	141.96	5.42	0.08	0.05
14	34807832	34808298	467	269	19	153.06	6.62	0.10	0.05
14	34880503	34881178	676	334	14	110.27	5.71	0.09	0.09
14	34924543	34925057	515	259	11	87.81	4.55	0.20	0.17
14	35365239	35366216	978	552	22	160.23	7.41	0.11	0.05
14	35753841	35754732	892	527	25	115.90	6.00	0.05	0.05
14	36975430	36976077	648	189	15	75.34	5.26	0.26	0.24
14	38713670	38714662	993	414	28	142.56	4.26	0.08	0.05
14	38995482	38996283	802	433	16	96.92	5.56	0.17	0.16
14	44436087	44436751	665	169	14	90.92	3.98	0.18	0.17
14	44622699	44623212	514	332	16	84.11	4.69	0.18	0.17
14	44673068	44674010	943	570	23	77.36	2.94	0.23	0.23
14	44791789	44792741	953	508	20	87.96	3.75	0.20	0.17
14	49134517	49135774	1258	826	49	168.62	5.00	0.12	0.05
14	49156747	49157647	901	442	22	106.55	5.00	0.13	0.11
14	49170329	49171236	908	521	19	57.70	3.24	1.04	1.04
14	49178003	49178817	815	393	30	133.64	4.75	0.07	0.05
14	49306578	49307529	952	429	26	55.25	3.33	1.25	1.25
14	49416869	49417624	756	315	15	75.34	4.25	0.26	0.24
14	49424639	49425474	836	273	22	106.65	5.00	0.13	0.11
14	49435952	49436513	562	195	14	85.31	5.41	0.18	0.17
14	49516922	49517472	551	370	11	57.10	2.70	1.08	1.08
14	49581444	49582193	750	340	23	73.94	2.50	0.25	0.24
14	49598521	49599007	487	291	11	66.08	4.09	0.34	0.34
14	49652749	49653373	625	178	13	58.96	2.92	0.83	0.83
14	49768091	49768743	653	268	13	92.67	4.67	0.19	0.17
14	49933270	49933871	602	192	12	74.80	4.07	0.25	0.24
14	49970835	49971352	518	275	19	138.60	5.77	0.08	0.05
14	50069180	50070208	1029	508	36	106.17	3.20	0.13	0.11
14	50136427	50137062	636	313	17	63.31	3.33	0.45	0.45
14	50475724	50476300	577	190	16	73.23	4.38	0.25	0.24
14	51117606	51118437	832	397	19	62.50	3.75	0.48	0.48
14	51245047	51245525	479	168	12	80.63	4.50	0.19	0.18
14	51374124	51374662	539	266	12	64.93	4.09	0.40	0.39
14	52266174	52266863	690	412	13	88.07	6.00	0.20	0.17
14	52456202	52457108	907	412	24	167.59	9.38	0.12	0.05
14	53492995	53493466	472	315	11	53.92	2.57	1.45	1.45
14	53848573	53849200	628	198	12	54.33	3.18	1.33	1.33
14	53869751	53870438	688	357	18	51.20	3.00	2.11	2.11
14	53977491	53978215	725	249	18	122.98	4.79	0.06	0.05
14	54438860	54439604	745	380	13	87.43	7.14	0.20	0.17
14	54589276	54590116	841	315	22	126.26	5.00	0.06	0.05
14	54663145	54664675	1531	693	55	263.41	5.28	0.28	0.05
14	54727874	54728608	735	312	16	63.48	3.21	0.45	0.45
14	54843235	54844083	849	405	19	66.84	3.67	0.34	0.34
14	54912455	54913070	616	183	12	69.76	4.44	0.26	0.26
14	56926553	56927343	791	425	17	86.56	4.83	0.19	0.17
14	57736080	57736888	809	401	82	1200.67	25.83	0.00	0.00
14	57932727	57933301	575	302	12	70.08	4.17	0.26	0.26
14	58227284	58227785	502	228	13	58.67	3.67	0.89	0.89
14	58366009	58366793	785	257	21	62.76	3.00	0.49	0.48
14	58368343	58369093	751	190	16	83.68	3.64	0.18	0.17
14	58653356	58654121	766	338	17	76.50	2.69	0.23	0.23
14	59100476	59101046	571	197	17	117.35	4.66	0.05	0.05
14	60186725	60187634	910	454	20	93.22	3.75	0.16	0.16
14	60398716	60399233	518	195	15	84.17	5.00	0.18	0.17
14	60470542	60471089	548	168	11	71.88	3.89	0.24	0.24
14	61167446	61168146	701	288	15	80.26	5.09	0.18	0.18
14	61174936	61175966	1031	701	32	184.86	4.79	0.14	0.05
14	63061033	63061891	859	375	22	51.45	3.41	2.05	2.04
14	63079602	63080181	580	335	11	62.01	3.57	0.53	0.53
14	64001497	64002034	538	343	11	67.90	3.61	0.28	0.28
14	64076441	64077148	708	415	16	81.00	4.17	0.19	0.18
14	64235089	64236038	950	482	34	130.35	5.68	0.07	0.05
14	64450451	64451346	896	357	20	77.73	3.21	0.22	0.22
14	64606805	64607563	759	385	15	57.55	2.69	1.04	1.04
14	64667625	64668152	528	353	14	70.91	3.57	0.25	0.25
14	64763122	64764185	1064	465	36	70.54	2.17	0.26	0.26
14	64792109	64793264	1156	768	32	110.66	3.85	0.09	0.09
14	64960257	64960913	657	400	13	55.33	3.75	1.25	1.25
14	65043306	65043951	646	281	16	115.92	5.38	0.05	0.05
14	65309219	65310008	790	329	20	70.46	3.24	0.26	0.26
14	65551554	65552154	601	194	12	63.96	4.00	0.41	0.41
14	66043938	66044706	769	457	17	62.62	2.67	0.49	0.48
14	66777099	66777866	768	389	16	53.86	3.00	1.49	1.49
14	66946695	66947251	557	381	11	63.40	3.50	0.45	0.45
14	67060769	67061410	642	456	12	52.85	3.18	1.63	1.63
14	67155023	67155602	580	197	13	71.22	5.00	0.25	0.25
14	67210799	67211701	903	487	69	1014.19	29.44	0.00	0.00
14	67513720	67514806	1087	544	33	83.99	3.54	0.18	0.17
14	67555008	67555563	556	274	14	56.20	3.44	1.14	1.14
14	67679626	67680316	691	242	15	67.97	2.38	0.28	0.28
14	67697141	67697708	568	386	18	113.86	5.00	0.10	0.09
14	67700979	67701942	964	482	38	136.25	5.20	0.08	0.05
14	67703560	67704707	1148	456	34	105.65	2.87	0.13	0.11
14	67772699	67773499	801	416	20	63.18	2.50	0.46	0.46
14	68350833	68351508	676	430	18	94.78	4.23	0.17	0.16
14	68515451	68516046	596	182	11	60.87	3.09	0.63	0.62
14	68540995	68541571	577	391	11	86.44	5.00	0.19	0.17
14	68687889	68688461	573	375	11	55.11	3.18	1.25	1.25
14	69250308	69250890	583	272	23	133.21	5.56	0.07	0.05
14	69263212	69263791	580	384	11	86.05	6.43	0.19	0.17
14	69895826	69896570	745	344	22	76.30	3.73	0.27	0.24
14	70702115	70702869	755	435	16	74.97	2.92	0.26	0.24
14	72393322	72394025	704	404	12	60.25	4.44	0.66	0.66
14	72444333	72444928	596	173	11	62.28	3.16	0.48	0.48
14	72462409	72463317	909	425	16	96.17	6.88	0.17	0.16
14	72563278	72564071	794	517	23	140.13	6.75	0.08	0.05
14	72994513	72995800	1288	757	76	660.45	17.81	0.00	0.00
14	72998141	72999095	955	438	21	110.21	4.13	0.09	0.09
14	73074125	73074586	462	181	16	237.15	14.39	0.24	0.05
14	73106124	73106560	437	198	12	87.67	5.00	0.20	0.17
14	73250159	73250772	614	399	12	59.71	3.37	0.75	0.74
14	73670257	73670890	634	447	15	132.19	9.29	0.07	0.05
14	73671661	73672242	582	392	11	54.10	3.64	1.41	1.41
14	73839437	73840025	589	186	11	84.90	5.71	0.18	0.17
14	74417792	74418457	666	473	13	63.46	4.25	0.45	0.45
14	74587382	74587994	613	198	14	64.81	3.08	0.39	0.39
14	74605633	74606200	568	191	14	77.69	3.33	0.22	0.22
14	74606576	74607233	658	460	12	65.01	3.89	0.40	0.39
14	74814813	74815408	596	185	11	65.99	3.33	0.34	0.34
14	74854551	74855146	596	435	11	65.99	3.89	0.34	0.34
14	74936610	74937578	969	457	32	87.70	3.60	0.20	0.17
14	74968870	74969405	536	185	12	78.44	5.43	0.20	0.20
14	75196575	75197492	918	458	21	52.19	3.16	1.82	1.82
14	75358090	75358965	876	362	19	63.76	3.67	0.44	0.44
14	75844225	75844792	568	387	11	75.10	3.61	0.26	0.24
14	76348531	76349476	946	387	25	156.43	4.63	0.10	0.05
14	76492364	76493005	642	286	13	94.10	4.67	0.16	0.16
14	76569064	76569938	875	457	17	63.90	3.85	0.41	0.41
14	76606400	76607057	658	303	14	53.56	3.21	1.53	1.53
14	76912857	76913475	619	458	12	54.09	2.68	1.42	1.42
14	77152496	77153338	843	466	20	137.75	5.56	0.08	0.05
14	77183665	77184543	879	431	19	104.01	4.88	0.12	0.11
14	77336254	77336851	598	427	11	70.91	4.19	0.25	0.25
14	78815292	78815917	626	195	13	52.53	2.67	1.74	1.74
14	80756740	80757585	846	555	20	120.23	3.88	0.06	0.05
14	80936585	80937407	823	458	20	55.21	3.68	1.25	1.25
14	87307050	87307742	693	476	98	172.27	2.99	0.13	0.05
14	87700006	87700585	580	224	11	52.01	2.63	1.89	1.89
14	88360106	88361146	1041	510	82	694.70	12.05	0.00	0.00
14	88576403	88577924	1522	1040	39	165.82	6.29	0.12	0.05
14	88951878	88952707	830	474	21	96.66	4.64	0.17	0.16
14	88965564	88966300	737	430	15	92.45	6.11	0.19	0.17
14	89208807	89209728	922	359	31	114.86	4.76	0.05	0.05
14	89491769	89492356	588	402	12	67.71	3.61	0.28	0.28
14	89673809	89674445	637	267	12	75.97	5.00	0.27	0.24
14	89867518	89868434	917	257	22	94.95	3.21	0.17	0.16
14	90649984	90650730	747	188	17	54.08	2.35	1.42	1.42
14	90950667	90951177	511	271	11	76.89	4.44	0.23	0.23
14	91045942	91046857	916	766	24	101.64	3.00	0.12	0.11
14	91641550	91642256	707	416	14	74.61	3.50	0.25	0.24
14	92255837	92256600	764	425	31	118.00	3.62	0.05	0.05
14	92284442	92285189	748	426	15	52.81	2.86	1.66	1.66
14	92329643	92330807	1165	708	125	1596.55	30.00	0.00	0.00
14	92487869	92488459	591	419	11	66.58	3.33	0.35	0.34
14	92652493	92653060	568	370	11	78.68	4.43	0.20	0.20
14	92665022	92665712	691	345	12	113.18	9.78	0.10	0.09
14	92668577	92669275	699	224	17	130.39	5.83	0.07	0.05
14	93416121	93416695	575	193	14	112.91	6.25	0.10	0.09
14	93562134	93562630	497	199	13	110.58	6.25	0.09	0.09
14	93672782	93673274	493	224	14	70.88	3.67	0.25	0.25
14	94768728	94769428	701	384	16	137.56	6.43	0.08	0.05
14	94772852	94773351	500	197	11	90.03	6.49	0.18	0.17
14	95053402	95054224	823	385	19	93.55	5.00	0.16	0.16
14	95070458	95071132	675	427	13	70.82	4.74	0.25	0.25
14	95113339	95113937	599	402	11	58.37	3.49	0.91	0.91
14	95671009	95671781	773	546	16	59.11	2.50	0.79	0.79
14	95703299	95704144	846	412	17	54.14	3.00	1.39	1.39
14	95775459	95776626	1168	664	32	130.75	4.38	0.07	0.05
14	95783337	95783876	540	321	13	75.42	4.46	0.26	0.24
14	95927227	95927975	749	230	23	144.00	5.38	0.09	0.05
14	97114787	97115376	590	402	11	80.68	4.73	0.19	0.18
14	98333934	98334511	578	408	11	58.37	2.89	0.91	0.91
14	98442208	98443078	871	550	19	78.81	3.08	0.20	0.20
14	98762520	98763429	910	430	18	121.29	7.89	0.06	0.05
14	98789179	98789771	593	418	11	84.40	6.43	0.18	0.17
14	99015609	99016227	619	359	12	61.18	3.96	0.61	0.60
14	99094033	99094597	565	373	11	87.16	4.24	0.19	0.17
14	99132770	99133361	592	304	11	65.69	3.85	0.36	0.36
14	99134614	99135261	648	475	13	73.20	4.17	0.24	0.24
14	99218664	99219218	555	359	11	51.54	2.92	2.03	2.03
14	99357774	99358416	643	249	14	55.31	3.93	1.26	1.25
14	99728681	99729465	785	381	14	51.89	3.75	1.92	1.92
14	99775942	99776507	566	185	11	83.74	6.08	0.18	0.17
14	99821554	99822135	582	365	11	67.64	3.89	0.28	0.28
14	99930898	99931594	697	321	14	55.98	2.73	1.16	1.15
14	99942194	99942786	593	163	11	58.49	3.47	0.90	0.90
14	99975836	99976540	705	489	15	52.04	2.33	1.87	1.87
14	101078506	101079053	548	197	11	58.06	3.18	0.95	0.95
14	101087691	101088316	626	433	13	64.10	3.13	0.42	0.41
14	101258042	101258698	657	180	20	62.92	2.27	0.46	0.46
14	101582400	101582882	483	287	11	55.36	3.46	1.22	1.22
14	101583672	101584268	597	356	13	62.36	3.33	0.48	0.48
14	101622930	101623607	678	199	16	125.33	6.79	0.06	0.05
14	102060337	102061442	1106	551	31	72.96	3.48	0.24	0.24
14	102127933	102128561	629	430	12	68.25	4.44	0.28	0.28
14	102385516	102386265	750	424	19	72.81	4.06	0.24	0.24
14	102463358	102463957	600	287	12	51.57	2.92	2.03	2.03
14	102464108	102465115	1008	443	23	76.64	3.12	0.23	0.23
14	102603487	102604035	549	385	11	64.39	3.00	0.42	0.41
14	102630475	102631609	1135	196	24	67.92	2.52	0.28	0.28
14	102921182	102921768	587	254	13	95.16	5.56	0.17	0.16
14	103098578	103099133	556	169	11	92.52	4.48	0.19	0.17
14	103407528	103408078	551	185	11	90.98	5.07	0.18	0.17
14	103446187	103446850	664	449	16	86.77	4.15	0.19	0.17
14	103457353	103458065	713	317	24	127.36	4.06	0.06	0.05
14	103653762	103654337	576	320	11	80.48	3.95	0.19	0.18
14	103693226	103693844	619	420	13	129.46	6.73	0.07	0.05
14	103724731	103725307	577	176	11	68.25	3.89	0.28	0.28
14	103734909	103735543	635	459	14	62.00	3.08	0.53	0.53
14	103925240	103925799	560	188	12	123.73	8.00	0.06	0.05
14	104224919	104225846	928	692	25	51.44	2.08	2.05	2.04
14	104260715	104261294	580	384	11	86.05	6.43	0.19	0.17
14	104290313	104290925	613	194	12	89.09	5.00	0.20	0.17
14	104352533	104353110	578	395	12	77.40	4.05	0.23	0.23
14	104353214	104354149	936	411	17	59.05	3.12	0.81	0.81
14	104401751	104402345	595	460	11	78.12	4.61	0.20	0.20
14	104509530	104510082	553	354	12	77.40	4.42	0.23	0.23
14	104510421	104511334	914	445	19	81.87	3.74	0.17	0.17
14	104558789	104559418	630	155	12	65.01	3.19	0.40	0.39
14	104630864	104631464	601	359	12	80.35	5.00	0.18	0.18
14	104704516	104705329	814	357	27	291.20	15.00	0.00	0.00
14	104862825	104863546	722	372	14	118.58	6.67	0.05	0.05
14	104914137	104914802	666	466	14	88.80	4.44	0.20	0.17
14	104935518	104936393	876	357	19	133.69	6.25	0.07	0.05
14	105028045	105028792	748	211	16	135.50	5.24	0.07	0.05
14	105153399	105153990	592	448	13	77.12	3.50	0.23	0.23
14	105734942	105735732	791	369	16	75.58	3.52	0.26	0.24
15	18714923	18715484	562	162	12	53.44	3.61	1.53	1.53
15	18723687	18724256	570	377	11	58.37	3.33	0.91	0.91
15	18746036	18746911	876	532	20	54.41	2.50	1.32	1.32
15	18805193	18807645	2453	2171	82	379.26	4.67	0.00	0.00
15	18809272	18810266	995	695	25	70.09	2.37	0.26	0.26
15	18811401	18812350	950	516	27	57.48	2.60	1.06	1.06
15	18814281	18816955	2675	2258	71	150.45	2.50	0.09	0.05
15	18821402	18822401	1000	437	29	86.71	3.05	0.19	0.17
15	18823131	18824735	1605	189	39	66.44	2.17	0.35	0.34
15	19239933	19240508	576	243	11	55.37	3.21	1.22	1.22
15	19242907	19243399	493	179	12	59.45	3.46	0.75	0.75
15	19269143	19269777	635	217	15	81.97	3.42	0.17	0.17
15	19409821	19410986	1166	527	27	59.64	2.75	0.74	0.74
15	19888095	19888656	562	363	15	70.75	3.33	0.27	0.26
15	20040531	20041123	593	365	12	52.35	2.92	1.77	1.77
15	20476762	20477333	572	375	12	60.74	3.64	0.63	0.62
15	20585188	20586173	986	489	27	145.34	3.85	0.09	0.05
15	21235232	21235769	538	378	11	100.99	5.65	0.11	0.11
15	22597722	22598518	797	408	14	67.25	4.64	0.31	0.31
15	23649527	23650140	614	196	12	50.05	2.92	2.42	2.42
15	24033832	24034411	580	348	11	54.32	3.18	1.33	1.33
15	24424573	24425164	592	417	11	59.94	3.03	0.72	0.72
15	24900807	24901438	632	448	13	70.41	3.43	0.26	0.26
15	25970348	25970904	557	359	11	56.98	3.18	1.09	1.08
15	26032201	26032786	586	158	11	60.63	3.03	0.63	0.62
15	26034330	26034920	591	412	11	68.94	4.60	0.27	0.27
15	26096078	26096561	484	289	11	50.44	3.21	2.27	2.27
15	27139537	27140186	650	416	14	80.89	4.46	0.19	0.18
15	27183066	27183967	902	500	20	122.32	4.74	0.06	0.05
15	27212284	27212831	548	242	11	65.21	4.04	0.40	0.39
15	27235124	27235693	570	179	11	55.46	3.64	1.23	1.22
15	27349245	27349855	611	196	17	52.07	3.29	1.87	1.87
15	27456380	27456934	555	257	11	50.49	2.87	2.27	2.27
15	27461005	27461573	569	195	11	55.57	3.18	1.17	1.17
15	27481020	27481875	856	282	50	534.33	13.75	0.00	0.00
15	27532164	27532842	679	356	14	74.71	3.85	0.25	0.24
15	27608971	27609631	661	195	16	80.65	3.88	0.19	0.18
15	27618885	27619669	785	390	15	61.34	2.92	0.61	0.60
15	27749841	27750711	871	390	19	68.35	3.12	0.27	0.27
15	27757146	27758429	1284	662	35	60.85	2.31	0.63	0.62
15	28704965	28705981	1017	498	46	324.53	9.37	0.00	0.00
15	28982788	28983600	813	573	28	118.32	4.25	0.05	0.05
15	29070617	29071445	829	505	23	121.07	4.71	0.06	0.05
15	29239561	29240148	588	388	11	57.11	3.37	1.07	1.06
15	29294616	29295305	690	360	20	122.51	4.84	0.06	0.05
15	29347395	29347953	559	322	14	81.22	4.27	0.19	0.18
15	29348455	29349157	703	373	14	55.31	3.91	1.26	1.25
15	29375796	29376945	1150	535	38	102.37	3.60	0.12	0.11
15	29405485	29406426	942	453	28	170.82	4.76	0.12	0.05
15	29424811	29425775	965	392	22	66.24	2.06	0.35	0.34
15	29471290	29471972	683	391	13	50.27	3.23	2.33	2.33
15	29476461	29477351	891	495	21	97.04	3.85	0.17	0.16
15	29477734	29478830	1097	646	23	53.98	2.22	1.45	1.45
15	29484764	29485606	843	538	40	113.46	4.14	0.10	0.09
15	29514649	29515467	819	385	19	58.22	2.94	0.93	0.93
15	30057045	30057803	759	388	18	88.41	4.88	0.20	0.17
15	30057814	30058442	629	356	12	52.42	2.65	1.76	1.75
15	30133385	30134159	775	267	18	60.48	2.81	0.64	0.64
15	30694375	30695214	840	351	34	451.97	18.33	0.00	0.00
15	30779883	30780746	864	543	28	155.06	5.32	0.10	0.05
15	31273908	31274626	719	461	19	99.71	5.00	0.15	0.14
15	32289327	32290055	729	356	17	67.00	2.98	0.34	0.34
15	32291806	32292445	640	232	14	50.49	3.00	2.27	2.27
15	33625292	33626529	1238	514	150	1483.42	21.11	0.00	0.00
15	33921583	33922166	584	190	11	56.30	3.77	1.14	1.14
15	34651054	34651595	542	192	11	63.91	2.94	0.41	0.41
15	34876505	34877223	719	223	16	74.24	3.54	0.25	0.24
15	35049946	35050480	535	291	40	306.51	7.41	0.00	0.00
15	35099001	35099947	947	458	21	66.49	2.81	0.35	0.34
15	35158046	35158598	553	190	14	68.30	3.99	0.28	0.28
15	35180549	35181162	614	184	17	117.09	4.09	0.05	0.05
15	36206384	36207610	1227	640	53	75.02	3.37	0.26	0.24
15	36330966	36331741	776	521	20	78.84	2.81	0.20	0.20
15	36533327	36534091	765	271	25	109.47	4.64	0.09	0.09
15	37141197	37142139	943	432	19	63.31	4.64	0.45	0.45
15	37364000	37364717	718	525	14	59.31	3.78	0.75	0.75
15	37472880	37474542	1663	1187	59	182.74	3.33	0.14	0.05
15	37591048	37591703	656	331	13	56.05	3.36	1.15	1.15
15	37701917	37703648	1732	578	103	514.11	6.36	0.00	0.00
15	38013101	38014382	1282	876	31	87.12	2.50	0.19	0.17
15	38118294	38119198	905	710	23	63.98	2.51	0.41	0.41
15	38141778	38142347	570	265	14	66.44	3.65	0.35	0.34
15	38182304	38183532	1229	761	33	120.82	3.82	0.06	0.05
15	38188048	38188976	929	481	26	74.18	3.10	0.25	0.24
15	38216164	38216788	625	189	13	54.29	2.73	1.33	1.33
15	38313293	38313783	491	188	11	57.94	3.66	0.97	0.97
15	38358303	38359474	1172	477	28	87.90	2.94	0.20	0.17
15	38360295	38360893	599	410	11	68.81	3.49	0.27	0.27
15	38380790	38381346	557	367	11	51.31	2.92	2.07	2.07
15	38402646	38403199	554	329	11	61.10	3.85	0.61	0.60
15	38407960	38408490	531	186	11	50.75	3.94	2.18	2.17
15	38413340	38413873	534	232	12	63.05	3.07	0.46	0.46
15	38437073	38437879	807	609	21	90.20	3.29	0.18	0.17
15	38437927	38438534	608	265	15	65.17	3.72	0.40	0.39
15	38461625	38462641	1017	770	33	101.49	2.83	0.11	0.11
15	38465804	38466252	449	175	11	52.56	3.08	1.73	1.73
15	38484702	38485578	877	463	23	61.44	3.81	0.61	0.60
15	38495303	38495874	572	333	11	52.90	3.07	1.63	1.63
15	38543359	38544023	665	476	14	53.84	2.90	1.49	1.49
15	38628770	38629459	690	351	17	66.66	2.50	0.35	0.34
15	38662021	38662921	901	419	19	116.12	5.56	0.05	0.05
15	38834469	38835237	769	369	18	50.69	2.78	2.20	2.20
15	38842632	38844505	1874	924	50	92.70	2.50	0.19	0.17
15	38872982	38873648	667	475	15	56.43	2.67	1.12	1.12
15	38894033	38894607	575	379	11	54.89	3.64	1.28	1.27
15	38912189	38912784	596	271	13	84.20	4.95	0.18	0.17
15	38923368	38924431	1064	195	22	75.47	2.82	0.26	0.24
15	38926547	38927718	1172	513	32	71.86	3.04	0.24	0.24
15	38932554	38933386	833	400	15	55.84	4.13	1.15	1.15
15	38938061	38939249	1189	789	28	70.76	2.11	0.27	0.26
15	38941126	38942045	920	558	27	151.73	5.97	0.10	0.05
15	38983189	38983904	716	394	21	115.29	3.94	0.05	0.05
15	38985850	38986517	668	253	16	87.39	3.78	0.20	0.17
15	39008398	39009171	774	344	16	57.73	3.17	1.03	1.03
15	39020887	39022438	1552	504	38	211.14	6.36	0.19	0.05
15	39031573	39033347	1775	383	43	117.55	3.06	0.05	0.05
15	39194861	39195587	727	414	15	75.37	5.00	0.26	0.24
15	39195616	39196362	747	567	19	51.73	2.25	1.99	1.98
15	39309631	39310871	1241	808	38	64.75	2.24	0.39	0.39
15	39363016	39364453	1438	351	46	209.24	4.12	0.19	0.05
15	39411488	39412920	1433	705	47	161.22	3.10	0.11	0.05
15	39495950	39497253	1304	840	30	155.89	4.09	0.10	0.05
15	39571116	39571593	478	175	11	75.56	4.08	0.26	0.24
15	39574047	39574637	591	391	12	66.60	3.57	0.35	0.34
15	39739737	39740677	941	506	21	71.28	3.57	0.25	0.25
15	39903590	39904366	777	384	17	110.85	4.89	0.09	0.09
15	39907213	39907793	581	191	11	59.86	3.47	0.74	0.73
15	39922909	39923541	633	404	12	67.79	3.89	0.28	0.28
15	39942043	39942764	722	299	16	95.90	4.95	0.17	0.16
15	39952933	39953557	625	242	12	64.08	3.13	0.41	0.41
15	39983877	39984690	814	463	17	57.51	3.33	1.05	1.05
15	40009599	40010405	807	381	24	69.52	3.18	0.26	0.26
15	40031577	40032183	607	359	13	75.13	4.50	0.26	0.24
15	40051656	40052467	812	399	17	70.88	3.46	0.25	0.25
15	40136385	40137237	853	355	22	62.00	2.50	0.53	0.53
15	40241028	40241576	549	243	11	57.34	3.60	1.06	1.06
15	40350238	40351306	1069	583	47	130.91	4.84	0.07	0.05
